finess;Raison_sociale;Enquete_obligatoire;Participation;Resultat_doc;doc_c_den_etbt;doc_c_etbt;doc_c_icbas_etbt;doc_c_ichaut_etbt;doc_c_pos_seuil_etbt;doc_c_pos_evol_etbt;Resultat_dtn;dtn2_c2_den_etbt;dtn2_c2_etbt;dtn2_c2_icbas_etbt;dtn2_c2_ichaut_etbt;dtn2_c2_pos_seuil_etbt;dtn2_c2_pos_evol_etbt;Lib_reg
730780566;H.LOCAL DE MODANE;Oui;Oui;ES non contrôlé;46;26.09;14;41;C;;ES non contrôlé;52;63.46;49;76;C;Stable;Auvergne-Rhône-Alpes
730780574;MECS LE PARC;Oui;Oui;ES non contrôlé;80;0;0;0;C;;ES non contrôlé;0;;;;;;Auvergne-Rhône-Alpes
730780681;DOMAINE SAINT ALBAN;Oui;Oui;ES non contrôlé;80;63.75;52;74;C;;ES non contrôlé;80;70;59;80;B;Stable;Auvergne-Rhône-Alpes
730780988;CTRE READAPT FONCT LE ZANDER;Oui;Oui;ES non contrôlé;80;97.5;91;99;A;;ES non contrôlé;80;96.25;89;99;A;Positive;Auvergne-Rhône-Alpes
730783974;MECS CHALET DE L'ORNON ET DE LA GRANDE CASSE;Oui;Oui;ES non contrôlé;80;0;0;0;C;;ES non contrôlé;0;;;;;;Auvergne-Rhône-Alpes
740000062;VSHA MARTEL DE JANVILLE;Oui;Oui;ES non contrôlé;80;73.75;63;83;B;;ES non contrôlé;80;88.75;80;95;B;Stable;Auvergne-Rhône-Alpes
740001839;CHI DES HOPITAUX DU PAYS DU MONT BLANC;Oui;Oui;ES non contrôlé;80;72.5;61;82;B;;ES non contrôlé;80;98.75;93;99;A;Positive;Auvergne-Rhône-Alpes
740004148;CRF DU MONT VEYRIER - GROUPE KORIAN;Oui;Oui;ES non contrôlé;80;28.75;19;40;C;;ES non contrôlé;80;90;81;96;A;Stable;Auvergne-Rhône-Alpes
740014519;CLINIQUE PIERRE DE SOLEIL;Oui;Oui;ES non contrôlé;80;90;81;96;A;;ES non contrôlé;80;81.25;71;89;B;Positive;Auvergne-Rhône-Alpes
740014683;VSHA CH ALPES LÉMAN;Oui;Oui;ES non contrôlé;80;87.5;78;94;B;;ES non contrôlé;80;100;100;100;A;Stable;Auvergne-Rhône-Alpes
740780135;CENTRE MEDICAL SANCELLEMOZ;Oui;Oui;ES non contrôlé;80;50;39;61;C;;ES non contrôlé;80;28.75;19;40;C;Négative;Auvergne-Rhône-Alpes
740780143;ETABLISSEMENT DE SANTE EVIAN - MGEN;Oui;Oui;ES non contrôlé;80;58.75;47;70;C;;ES non contrôlé;80;73.75;63;83;B;Positive;Auvergne-Rhône-Alpes
740780176;CLINIQUE KORIAN LES DEUX LYS;Oui;Oui;ES non contrôlé;80;61.25;50;72;C;;ES non contrôlé;80;100;100;100;A;Stable;Auvergne-Rhône-Alpes
740780192;CENTRE MEDICAL DE PRAZ COUTANT;Non;Oui;ES non contrôlé;8;75;;;Effectif < 10;;ES non contrôlé;15;40;16;68;C;Non Calculable;Auvergne-Rhône-Alpes
740780952;MAISON DE REPOS LA MARTERAYE;Oui;Oui;ES non contrôlé;80;32.5;22;44;C;;ES non contrôlé;80;91.25;83;97;A;Stable;Auvergne-Rhône-Alpes
740780986;CTRE CONVAL CHATEAU BON ATTRAIT;Oui;Oui;ES non contrôlé;80;62.5;51;73;C;;ES non contrôlé;80;95;88;99;A;Positive;Auvergne-Rhône-Alpes
740781133;CH ANNECY-GENEVOIS;Oui;Oui;ES non contrôlé;80;61.25;50;72;C;;ES non contrôlé;80;83.75;74;91;B;Stable;Auvergne-Rhône-Alpes
740781182;HOPITAL LOCAL ANDREVETAN;Oui;Oui;ES non contrôlé;80;37.5;27;49;C;;ES non contrôlé;80;97.5;91;99;A;Stable;Auvergne-Rhône-Alpes
740781190;CH DUFRESNE SOMMEILLER;Oui;Oui;ES non contrôlé;69;62.32;50;74;C;;ES non contrôlé;72;86.11;76;93;B;Stable;Auvergne-Rhône-Alpes
740781208;CENTRE HOSPITALIER RUMILLY;Oui;Oui;ES non contrôlé;80;55;43;66;C;;ES non contrôlé;80;98.75;93;99;A;Positive;Auvergne-Rhône-Alpes
750000507;HOPITAL SAINTE MARIE PARIS;Oui;Oui;ES non contrôlé;80;73.75;63;83;B;;ES non contrôlé;80;91.25;83;97;A;Stable;Ile de France
750003378;CLINIQUE DU CANAL DE L'OURCQ;Oui;Oui;ES non contrôlé;80;31.25;21;43;C;;ES non contrôlé;80;87.5;78;94;B;Positive;Ile de France
750014128;CLINIQUE DES BUTTES CHAUMONT;Oui;Oui;ES non contrôlé;80;92.5;84;97;A;;ES non contrôlé;80;80;70;88;B;Stable;Ile de France
750014169;CLINIQUE DE LA JONQUIERE;Oui;Oui;ES non contrôlé;80;75;64;84;B;;ES non contrôlé;80;83.75;74;91;B;Positive;Ile de France
750032229;HÔPITAL MÈRE-ENFANT DE L'EST PARISIEN;Oui;Oui;ES non contrôlé;37;45.95;29;63;C;;ES non contrôlé;20;50;27;73;C;Positive;Ile de France
750038739;CTRE DE RÉÉDUC. FCTIONNELLE PORT-ROYAL;Oui;Oui;ES non contrôlé;80;52.5;41;64;C;;ES non contrôlé;80;90;81;96;A;Stable;Ile de France
750041543;HOPITAL BRETONNEAU;Oui;Oui;ES non contrôlé;80;67.5;56;78;C;;ES non contrôlé;80;90;81;96;A;Positive;Ile de France
750042830;CENTRE DE SOINS DE SUITE ROTHSCHILD;Oui;Oui;ES non contrôlé;80;88.75;80;95;B;;ES non contrôlé;80;80;70;88;B;Négative;Ile de France
750047128;CLINIQUE DU PARC DE BELLEVILLE;Oui;Oui;ES non contrôlé;80;85;75;92;B;;ES non contrôlé;80;42.5;31;54;C;Négative;Ile de France
750049561;CLINIQUE DES EPINETTES;Oui;Oui;ES non contrôlé;80;83.75;74;91;B;;ES non contrôlé;80;96.25;89;99;A;Positive;Ile de France
750100067;HU-SAINT LOUIS SITE FERNAND WIDAL-APHP;Oui;Oui;ES non contrôlé;80;82.5;72;90;B;;ES non contrôlé;80;42.5;31;54;C;Négative;Ile de France
750100083;HOPITAL ROTHSCHILD;Oui;Oui;ES non contrôlé;80;86.25;77;93;B;;ES non contrôlé;80;76.25;65;85;B;Stable;Ile de France
750100125;GROUPE HOSPITALIER  PITIE-SALPETRIERE;Non;Oui;ES non contrôlé;72;33.33;23;45;C;;ES non contrôlé;72;51.39;39;63;C;Non Calculable;Ile de France
750100216;HOPITAL VAUGIRARD;Oui;Oui;ES non contrôlé;73;54.79;43;67;C;;ES non contrôlé;80;52.5;41;64;C;Négative;Ile de France
750100299;GROUPE HOSPITALIER  STE PERINE LAGACHE;Oui;Oui;ES non contrôlé;80;51.25;40;63;C;;ES non contrôlé;80;71.25;60;81;B;Stable;Ile de France
750150088;HOPITAL DES GARDIENS DE LA PAIX;Oui;Oui;ES non contrôlé;80;71.25;60;81;B;;ES non contrôlé;80;96.25;89;99;A;Stable;Ile de France
750150146;HOPITAL LEOPOLD BELLAN;Oui;Oui;ES non contrôlé;80;87.5;78;94;B;;ES non contrôlé;80;67.5;56;78;C;Positive;Ile de France
750150252;CLINIQUE EDOUARD RIST;Oui;Oui;ES non contrôlé;80;65;53;75;C;;ES non contrôlé;54;87.04;75;95;B;Stable;Ile de France
750150286;HÔPITAL JEAN JAURÈS;Oui;Oui;ES non contrôlé;80;62.5;51;73;C;;ES non contrôlé;80;100;100;100;A;Positive;Ile de France
750150344;HOPITAL PRIVE COGNACQ-JAY;Oui;Oui;ES non contrôlé;80;81.25;71;89;B;;ES non contrôlé;80;83.75;74;91;B;Stable;Ile de France
750150377;HOPITAL HENRY DUNANT;Oui;Oui;ES non contrôlé;80;60;48;71;C;;ES non contrôlé;80;91.25;83;97;A;Stable;Ile de France
750300360;HOPITAL PRIVE DES PEUPLIERS;Oui;Oui;ES non contrôlé;80;60;48;71;C;;ES non contrôlé;80;92.5;84;97;A;Positive;Ile de France
750300766;CLINIQUE BIZET;Oui;Oui;ES non contrôlé;80;57.5;46;69;C;;ES non contrôlé;80;28.75;19;40;C;Négative;Ile de France
750801441;HOPITAL BROCA/LA ROCHEFOUCAULT;Oui;Oui;ES non contrôlé;70;95.71;88;99;A;;ES non contrôlé;80;78.75;68;87;B;Stable;Ile de France
760017079;CENTRE DE REEDUCATION DE LA HEVE;Oui;Oui;ES non contrôlé;80;95;88;99;A;;ES non contrôlé;80;95;88;99;A;Stable;Normandie
760024042;CHI ELBEUF LOUVIERS;Oui;Oui;ES non contrôlé;80;88.75;80;95;B;;ES non contrôlé;80;65;53;75;C;Stable;Normandie
760027292;POLYCLINIQUE MEGIVAL;Oui;Oui;ES non contrôlé;80;100;100;100;A;;ES non contrôlé;80;91.25;83;97;A;Stable;Normandie
760029017;CLINIQUE GUILLAUME;Oui;Oui;ES non contrôlé;80;71.25;60;81;B;;ES non contrôlé;80;80;70;88;B;Stable;Normandie
760034637;SSR PETIT COLMOULINS;Oui;Oui;ES non contrôlé;80;20;12;30;C;;ES non contrôlé;80;62.5;51;73;C;Négative;Normandie
760780023;CENTRE HOSPITALIER DE DIEPPE;Oui;Oui;ES non contrôlé;80;58.75;47;70;C;;ES non contrôlé;80;88.75;80;95;B;Positive;Normandie
760780031;HOPITAL LOCAL DE ST VALERY EN CX;Oui;Oui;ES non contrôlé;46;0;0;0;C;;ES non contrôlé;56;67.86;54;80;B;Négative;Normandie
760780049;HOPITAL LOCAL DE GOURNAY EN BRAY;Oui;Oui;ES non contrôlé;77;20.78;12;32;C;;ES non contrôlé;80;72.5;61;82;B;Stable;Normandie
760780056;CENTRE HOSPITALIER DE EU;Oui;Oui;ES non contrôlé;65;7.69;2;17;C;;ES non contrôlé;66;75.76;64;86;B;Stable;Normandie
760780064;C.H. DE NEUFCHATEL EN BRAY;Oui;Oui;ES non contrôlé;80;26.25;17;37;C;;ES non contrôlé;80;45;34;57;C;Stable;Normandie
760780130;SSR DU CAUX LITTORAL;Oui;Oui;ES non contrôlé;80;87.5;78;94;B;;ES non contrôlé;80;97.5;91;99;A;Positive;Normandie
760780213;HOPITAL LOCAL DE BARENTIN;Oui;Oui;ES non contrôlé;80;82.5;72;90;B;;ES non contrôlé;80;76.25;65;85;B;Stable;Normandie
760780239;C H U ROUEN;Oui;Oui;ES non contrôlé;80;87.5;78;94;B;;ES non contrôlé;80;78.75;68;87;B;Stable;Normandie
760780254;HÔPITAL LOCAL D'YVETOT;Oui;Oui;ES non contrôlé;76;17.11;9;28;C;;ES non contrôlé;78;56.41;45;68;C;Stable;Normandie
760780619;CLINIQUE SAINT HILAIRE;Oui;Oui;ES non contrôlé;80;87.5;78;94;B;;ES non contrôlé;80;97.5;91;99;A;Stable;Normandie
760780676;RÉSIDENCE CLINIQUE DU CHÂTEAU BLANC;Oui;Oui;ES non contrôlé;80;95;88;99;A;;ES non contrôlé;80;81.25;71;89;B;Positive;Normandie
760780692;CRMPR LES HERBIERS BOIS GUILLAUME;Oui;Oui;ES non contrôlé;80;80;70;88;B;;ES non contrôlé;80;67.5;56;78;C;Positive;Normandie
760780726;CH DU HAVRE;Oui;Oui;ES non contrôlé;80;75;64;84;B;;ES non contrôlé;80;90;81;96;A;Positive;Normandie
760780734;CHI DU PAYS DES HAUTES FALAISES;Oui;Oui;ES non contrôlé;80;28.75;19;40;C;;ES non contrôlé;80;97.5;91;99;A;Stable;Normandie
760780742;CHI CAUX VALLEE DE SEINE;Oui;Oui;ES non contrôlé;80;75;64;84;B;;ES non contrôlé;80;86.25;77;93;B;Stable;Normandie
760780759;HOPITAL LOCAL DE SAINT ROMAIN;Oui;Oui;ES non contrôlé;59;5.08;1;14;C;;ES non contrôlé;62;80.65;69;90;B;Positive;Normandie
760780981;M.REPOS ET CONVA. LES JONQUILLES;Oui;Oui;ES non contrôlé;80;86.25;77;93;B;;ES non contrôlé;80;85;75;92;B;Négative;Normandie
760781054;CENTRE SSR ASS LADAPT HAUTE NORMANDIE;Non;Oui;ES non contrôlé;12;16.67;2;48;C;;ES non contrôlé;0;;;;;;Normandie
760782227;CENTRE HOSPITALIER DURECU LAVOISIER DARNETAL;Oui;Oui;ES non contrôlé;80;66.25;55;76;C;;ES non contrôlé;80;90;81;96;A;Stable;Normandie
760782425;CENTRE HOSPITALIER DU BOIS PETIT;Oui;Oui;ES non contrôlé;74;35.14;24;47;C;;ES non contrôlé;78;61.54;50;72;C;Stable;Normandie
760783035;HOPITAL & IFSI CROIX-ROUGE;Oui;Oui;ES non contrôlé;80;15;8;25;C;;ES non contrôlé;77;79.22;68;88;B;Stable;Normandie
760783159;CLINIQUE DES ESSARTS;Oui;Oui;ES non contrôlé;80;45;34;57;C;;ES non contrôlé;80;96.25;89;99;A;Stable;Normandie
760802439;CENTRE DES HELLANDES;Oui;Oui;ES non contrôlé;35;0;0;0;C;;ES non contrôlé;0;;;;;;Normandie
760920603;CENTRE CONVALESCENCE LA ROSERAIE;Oui;Oui;ES non contrôlé;80;91.25;83;97;A;;ES non contrôlé;80;98.75;93;99;A;Positive;Normandie
760920918;CENTRE SSR MÉRIDIENNE;Oui;Oui;ES non contrôlé;80;72.5;61;82;B;;ES non contrôlé;80;87.5;78;94;B;Stable;Normandie
770000420;CTR READAPT FONCT ELLEN POIDATZ;Oui;Oui;ES non contrôlé;33;48.48;31;66;C;;ES non contrôlé;3;0;;;Effectif < 10;Non Calculable;Ile de France
770016467;CLINIQUE DES PAYS DE MEAUX;Oui;Oui;ES non contrôlé;80;77.5;67;86;B;;ES non contrôlé;80;67.5;56;78;C;Stable;Ile de France
770016491;CLINIQUE SOLIS;Oui;Oui;ES non contrôlé;80;55;43;66;C;;ES non contrôlé;80;80;70;88;B;Positive;Ile de France
770020477;HOP FORCILLES - FONDATION COGNACQ JAY;Oui;Oui;ES non contrôlé;80;50;39;61;C;;ES non contrôlé;80;100;100;100;A;Stable;Ile de France
770021145;GRAND HOPITAL DE L'EST FRANCILIEN;Oui;Oui;ES non contrôlé;79;64.56;53;75;C;;ES non contrôlé;80;68.75;57;79;C;Non Calculable;Ile de France
770021152;CENTRE HOSPITALIER SUD SEINE ET MARNE;Oui;Oui;ES non contrôlé;80;53.75;42;65;C;;ES non contrôlé;80;88.75;80;95;B;Non Calculable;Ile de France
770110054;GRPE HOSPITALIER DU SUD ILE DE FRANCE;Oui;Oui;ES non contrôlé;80;96.25;89;99;A;;ES non contrôlé;80;82.5;72;90;B;Négative;Ile de France
770110070;CENTRE HOSPITALIER LEON BINET PROVINS;Non;Oui;ES non contrôlé;80;47.5;36;59;C;;ES non contrôlé;80;85;75;92;B;Stable;Ile de France
770150043;CTRE MEDICAL BTP RETRAITE;Oui;Oui;ES non contrôlé;80;97.5;91;99;A;;ES non contrôlé;80;81.25;71;89;B;Stable;Ile de France
770300218;INSTITUT MEDICAL DE SERRIS;Oui;Oui;ES non contrôlé;80;50;39;61;C;;ES non contrôlé;80;88.75;80;95;B;Stable;Ile de France
770300259;CLINIQUE LES TROIS SOLEILS;Oui;Oui;ES non contrôlé;80;93.75;86;98;A;;ES non contrôlé;80;65;53;75;C;Négative;Ile de France
770420024;ETABLISSEMENT DE SANTE LE PRIEURE;Oui;Oui;ES non contrôlé;80;92.5;84;97;A;;ES non contrôlé;80;95;88;99;A;Négative;Ile de France
770700011;CENTRE READAPTATION FONCT COUBERT;Oui;Oui;ES non contrôlé;80;56.25;45;67;C;;ES non contrôlé;80;62.5;51;73;C;Négative;Ile de France
770803989;CTRE READAPTATION CARDIAQUE DE LA BRIE;Oui;Oui;ES non contrôlé;80;18.75;11;29;C;;ES non contrôlé;80;93.75;86;98;A;Stable;Ile de France
780001236;CHI DE POISSY ST-GERMAIN;Oui;Oui;ES non contrôlé;80;76.25;65;85;B;;ES non contrôlé;80;67.5;56;78;C;Positive;Ile de France
780002697;CHI DE MEULAN LES MUREAUX;Oui;Oui;ES non contrôlé;80;68.75;57;79;C;;ES non contrôlé;80;71.25;60;81;B;Stable;Ile de France
780008298;CLINIQUE ST REMY;Oui;Oui;ES non contrôlé;80;96.25;89;99;A;;ES non contrôlé;80;100;100;100;A;Positive;Ile de France
780018727;CLINIQUE SAINT GERMAIN;Oui;Oui;ES non contrôlé;75;84;74;92;B;;ES non contrôlé;80;73.75;63;83;B;Stable;Ile de France
780021788;CENTRE HOSPITALIER DE LA MAULDRE;Oui;Oui;ES non contrôlé;68;86.76;76;94;B;;ES non contrôlé;72;80.56;69;89;B;Positive;Ile de France
780022760;CLINIQUE SSR - KORIAN LE GRAND PARC;Oui;Oui;ES non contrôlé;80;47.5;36;59;C;;ES non contrôlé;80;78.75;68;87;B;Non Calculable;Ile de France
780110011;CH FRANCOIS QUESNAY MANTES LA JOLIE;Oui;Oui;ES non contrôlé;79;84.81;75;92;B;;ES non contrôlé;80;100;100;100;A;Positive;Ile de France
780110037;HOPITAL PLAISIR GRIGNON;Oui;Oui;ES non contrôlé;80;83.75;74;91;B;;ES non contrôlé;80;80;70;88;B;Négative;Ile de France
780110078;CH DE VERSAILLES;Oui;Oui;ES non contrôlé;80;95;88;99;A;;ES non contrôlé;80;85;75;92;B;Stable;Ile de France
780110094;HOPITAL DU VESINET;Oui;Oui;ES non contrôlé;80;86.25;77;93;B;;ES non contrôlé;80;53.75;42;65;C;Négative;Ile de France
780140075;CENTRE POST CURE GILBERT RABY;Oui;Oui;ES non contrôlé;80;51.25;40;63;C;;ES non contrôlé;80;91.25;83;97;A;Positive;Ile de France
780150017;CESSRIN DE MAISONS LAFFITTE;Oui;Oui;ES non contrôlé;80;70;59;80;B;;ES non contrôlé;80;71.25;60;81;B;Stable;Ile de France
780150058;RESIDENCE DENIS FORESTIER;Oui;Oui;ES non contrôlé;80;97.5;91;99;A;;ES non contrôlé;80;96.25;89;99;A;Stable;Ile de France
780150066;CLINIQUE MEDICALE PORTE VERTE;Oui;Oui;ES non contrôlé;80;81.25;71;89;B;;ES non contrôlé;80;91.25;83;97;A;Stable;Ile de France
780300075;CENTRE MEDICAL D'EVECQUEMONT;Oui;Oui;ES non contrôlé;80;36.25;26;48;C;;ES non contrôlé;80;86.25;77;93;B;Non Calculable;Ile de France
780300083;CLINIQUE MEDICALE GOUSSONVILLE;Oui;Oui;ES non contrôlé;80;83.75;74;91;B;;ES non contrôlé;80;61.25;50;72;C;Négative;Ile de France
780300109;CLINIQUE DU VAL DE SEINE;Oui;Oui;ES non contrôlé;80;63.75;52;74;C;;ES non contrôlé;80;87.5;78;94;B;Négative;Ile de France
780300208;CLINIQUE SAINT LOUIS;Oui;Oui;ES non contrôlé;80;85;75;92;B;;ES non contrôlé;80;58.75;47;70;C;Négative;Ile de France
780300224;CENTRE DE SOINS DE SUITE SARTROUVILE;Oui;Oui;ES non contrôlé;80;32.5;22;44;C;;ES non contrôlé;80;53.75;42;65;C;Négative;Ile de France
780420022;"ETAB. DE SUITE & DE READ.""LE TERRIER""";Oui;Oui;ES non contrôlé;80;93.75;86;98;A;;ES non contrôlé;80;85;75;92;B;Stable;Ile de France
780420048;CENTRE DE SOINS DE SUITE L'OASIS;Oui;Oui;ES non contrôlé;80;68.75;57;79;C;;ES non contrôlé;80;98.75;93;99;A;Stable;Ile de France
780530010;CENTRE DE BULLION;Oui;Oui;ES non contrôlé;80;11.25;5;20;C;;ES non contrôlé;1;100;;;Effectif < 10;Non Calculable;Ile de France
780630026;MECS CHATEAU DES COTES;Oui;Oui;ES non contrôlé;43;76.74;61;88;B;;ES non contrôlé;0;;;;;;Ile de France
780700027;CTR READP FONC CLIN BAZINCOURT;Oui;Oui;ES non contrôlé;80;82.5;72;90;B;;ES non contrôlé;80;33.75;24;45;C;Négative;Ile de France
780700050;CENTRE DE REEDUCATION FONCTIONNELLE APARC;Oui;Oui;ES non contrôlé;80;98.75;93;99;A;;ES non contrôlé;80;58.75;47;70;C;Positive;Ile de France
780825816;CTRE DE READ.FONCT.DE RICHEBOURG;Oui;Oui;ES non contrôlé;68;89.71;80;96;B;;ES non contrôlé;70;82.86;72;91;B;Négative;Ile de France
790000012;CENTRE HOSPITALIER DE NIORT;Oui;Oui;ES non contrôlé;80;68.75;57;79;C;;ES non contrôlé;80;90;81;96;A;Stable;Nouvelle Aquitaine
790000079;CENTRE HOSPITALIER DE MAULEON;Oui;Oui;ES non contrôlé;80;93.75;86;98;A;;ES non contrôlé;80;80;70;88;B;Stable;Nouvelle Aquitaine
790000186;MRC CHATEAU DE PARSAY;Oui;Oui;ES non contrôlé;80;67.5;56;78;C;;ES non contrôlé;80;88.75;80;95;B;Positive;Nouvelle Aquitaine
790000681;MELIORIS LE GRAND FEU;Oui;Oui;ES non contrôlé;80;48.75;37;60;C;;ES non contrôlé;80;91.25;83;97;A;Positive;Nouvelle Aquitaine
790006654;CTRE HOSPIT. NORD DEUX-SEVRES;Oui;Oui;ES non contrôlé;80;56.25;45;67;C;;ES non contrôlé;80;96.25;89;99;A;Stable;Nouvelle Aquitaine
790008064;MELIORIS LE LOGIS DES FRANCS;Oui;Oui;ES non contrôlé;80;96.25;89;99;A;;ES non contrôlé;80;93.75;86;98;A;Négative;Nouvelle Aquitaine
790019491;CH GH&AMPMS HAUT VAL DE SEVRE ET MELLOIS;Oui;Oui;ES non contrôlé;75;50.67;39;62;C;;ES non contrôlé;80;66.25;55;76;C;Non Calculable;Nouvelle Aquitaine
800000028;CTRE HOSP D'ABBEVILLE;Oui;Oui;ES non contrôlé;80;95;88;99;A;;ES non contrôlé;80;21.25;13;32;C;Stable;Hauts de France
800000036;CTRE HOSP D'ALBERT;Oui;Oui;ES non contrôlé;71;83.1;72;91;B;;ES non contrôlé;80;83.75;74;91;B;Stable;Hauts de France
800000044;C.H.U. D'AMIENS;Oui;Oui;ES non contrôlé;80;62.5;51;73;C;;ES non contrôlé;80;90;81;96;A;Positive;Hauts de France
800000051;CTRE HOSP DE CORBIE;Oui;Oui;ES non contrôlé;80;88.75;80;95;B;;ES non contrôlé;80;91.25;83;97;A;Stable;Hauts de France
800000069;CTRE HOSP DE DOULLENS;Oui;Oui;ES non contrôlé;80;98.75;93;99;A;;ES non contrôlé;80;95;88;99;A;Stable;Hauts de France
800000077;CTRE HOSP DE HAM;Oui;Oui;ES non contrôlé;80;92.5;84;97;A;;ES non contrôlé;80;62.5;51;73;C;Stable;Hauts de France
800000085;CH INTERCOMMUNAL MONTDIDIER-ROYE;Oui;Oui;ES non contrôlé;80;76.25;65;85;B;;ES non contrôlé;80;90;81;96;A;Stable;Hauts de France
800000093;CTRE HOSP DE PERONNE;Oui;Oui;ES non contrôlé;69;39.13;28;52;C;;ES non contrôlé;75;76;65;85;B;Positive;Hauts de France
800000135;CTRE HOSP INTERCOM DE LA BAIE DE SOMME;Oui;Oui;ES non contrôlé;80;36.25;26;48;C;;ES non contrôlé;80;13.75;7;23;C;Négative;Hauts de France
800000150;CLINIQUE DU VAL D'ANCRE;Oui;Oui;ES non contrôlé;80;43.75;33;55;C;;ES non contrôlé;80;22.5;14;33;C;Stable;Hauts de France
800008989;CLINIQUE DU VAL D'AQUENNES;Oui;Oui;ES non contrôlé;80;51.25;40;63;C;;ES non contrôlé;80;77.5;67;86;B;Positive;Hauts de France
800012528;CENTRE DE REEDUCATION DES 3 VALLEES;Oui;Oui;ES non contrôlé;80;97.5;91;99;A;;ES non contrôlé;80;100;100;100;A;Stable;Hauts de France
800016727;SOINS DE SUITE POLYVALENTS PAUCHET;Oui;Oui;ES non contrôlé;80;100;100;100;A;;ES non contrôlé;80;100;100;100;A;Stable;Hauts de France
810000158;REFUGE PROTESTANT;Oui;Oui;ES non contrôlé;80;100;100;100;A;;ES non contrôlé;80;92.5;84;97;A;Stable;Occitanie
810000232;CENTRE MUTUALISTE REEDUCATION FONCTIONNELLE;Oui;Oui;ES non contrôlé;80;76.25;65;85;B;;ES non contrôlé;80;37.5;27;49;C;Positive;Occitanie
810000331;CH ALBI;Oui;Oui;ES non contrôlé;47;93.62;82;99;A;;ES non contrôlé;51;60.78;46;74;C;Négative;Occitanie
810000349;CH GAILLAC;Oui;Oui;ES non contrôlé;80;96.25;89;99;A;;ES non contrôlé;80;97.5;91;99;A;Stable;Occitanie
810000380;CHIC CASTRES-MAZAMET;Oui;Oui;ES non contrôlé;80;96.25;89;99;A;;ES non contrôlé;80;95;88;99;A;Stable;Occitanie
810000398;HOPITAL GRAULHET;Oui;Oui;ES non contrôlé;50;38;25;53;C;;ES non contrôlé;57;49.12;36;63;C;Stable;Occitanie
810000448;POLYCLINIQUE SAINTE BARBE;Oui;Oui;ES non contrôlé;80;93.75;86;98;A;;ES non contrôlé;80;70;59;80;B;Positive;Occitanie
810000455;CH LAVAUR;Oui;Oui;ES non contrôlé;80;98.75;93;99;A;;ES non contrôlé;80;93.75;86;98;A;Positive;Occitanie
810003954;CTR RÉADAPTATION PERSONNES AGEES;Oui;Oui;ES non contrôlé;80;100;100;100;A;;ES non contrôlé;80;90;81;96;A;Positive;Occitanie
810004200;MCR CHATEAU DE CAHUZAC;Oui;Oui;ES non contrôlé;80;91.25;83;97;A;;ES non contrôlé;80;80;70;88;B;Positive;Occitanie
810101170;CLINIQUE TOULOUSE LAUTREC;Oui;Oui;ES non contrôlé;80;76.25;65;85;B;;ES non contrôlé;80;46.25;35;58;C;Positive;Occitanie
820000016;CH MONTAUBAN;Oui;Oui;ES non contrôlé;80;97.5;91;99;A;;ES non contrôlé;80;86.25;77;93;B;Positive;Occitanie
820000206;HOPITAL NEGREPELISSE;Oui;Oui;ES non contrôlé;80;30;20;41;C;;ES non contrôlé;80;85;75;92;B;Positive;Occitanie
820000248;CENTRE HOSPITALIER DES DEUX RIVES;Oui;Oui;ES non contrôlé;69;55.07;43;67;C;;ES non contrôlé;68;100;100;100;A;Stable;Occitanie
820000412;CHATEAU DE LONGUES-AYGUES;Oui;Oui;ES non contrôlé;80;10;4;19;C;;ES non contrôlé;80;93.75;86;98;A;Stable;Occitanie
820002350;CRF CARDIAQUES BEAUMONT DE LOMAGNE;Oui;Oui;ES non contrôlé;80;100;100;100;A;;ES non contrôlé;80;100;100;100;A;Stable;Occitanie
820003218;CLINIQUE LA PINEDE;Oui;Oui;ES non contrôlé;80;100;100;100;A;;ES non contrôlé;80;91.25;83;97;A;Positive;Occitanie
820004950;CHIC CASTELSARRASIN-MOISSAC;Oui;Oui;ES non contrôlé;80;97.5;91;99;A;;ES non contrôlé;80;95;88;99;A;Stable;Occitanie
830000303;HOPITAL LEON BERARD;Oui;Oui;ES non contrôlé;80;96.25;89;99;A;;ES non contrôlé;80;93.75;86;98;A;Stable;PACA
830008819;HOPITAL LOCAL DÉPARTEMENTAL LE LUC EN PROVENCE;Oui;Oui;ES non contrôlé;80;72.5;61;82;B;;ES non contrôlé;80;82.5;72;90;B;Stable;PACA
830016556;CL LES ESPERELS;Oui;Oui;ES non contrôlé;80;90;81;96;A;;ES non contrôlé;80;86.25;77;93;B;Stable;PACA
830017372;CTRE BEAUSEJOUR;Oui;Oui;ES non contrôlé;80;67.5;56;78;C;;ES non contrôlé;80;67.5;56;78;C;Négative;PACA
830100012;SAN SALVADOUR;Oui;Oui;ES non contrôlé;80;32.5;22;44;C;;ES non contrôlé;80;77.5;67;86;B;Positive;Ile de France
830100087;CENTRE LA CHENEVIERE;Oui;Oui;ES non contrôlé;80;78.75;68;87;B;;ES non contrôlé;80;91.25;83;97;A;Stable;PACA
830100335;CLINIQUE MEDICALE LES OLIVIERS;Oui;Oui;ES non contrôlé;80;87.5;78;94;B;;ES non contrôlé;80;100;100;100;A;Positive;PACA
830100517;CH DE BRIGNOLES;Oui;Oui;ES non contrôlé;78;96.15;89;99;A;;ES non contrôlé;80;18.75;11;29;C;Stable;PACA
