finess;rs_finess;finess_geo;rs_finess_geo;region;participation;Depot;nb_rep_score_all_rea_ajust;score_all_rea_ajust;classement;evolution;nb_rep_score_accueil_rea_ajust;score_accueil_rea_ajust;nb_rep_score_PECinf_rea_ajust;score_PECinf_rea_ajust;nb_rep_score_PECmed_rea_ajust;score_PECmed_rea_ajust;nb_rep_score_chambre_rea_ajust;score_chambre_rea_ajust;nb_rep_score_repas_rea_ajust;score_repas_rea_ajust;nb_rep_score_sortie_rea_ajust;score_sortie_rea_ajust;taux_reco_brut;nb_reco_brut
760780825;CLINIQUE DE L'ABBAYE FECAMP;760780825;CLINIQUE DE L'ABBAYE FECAMP;Normandie;1- Obligatoire;1- Oui;39;74,86;B;4-Non calculable;39;75.19;39;79.14;39;78.9;39;76.37;39;64.77;39;66.6;51,3;39
760780239;CENTRE HOSPITALIER UNIVERSITAIRE ROUEN;760783522;HOPITAL DE BOIS-GUILLAUME CHU ROUEN;Normandie;1- Obligatoire;1- Oui;88;75,99;B;2-Stable;88;78.66;88;83.18;88;81.88;88;70.47;88;59.3;88;69.56;59,8;87
760780726;CENTRE HOSPITALIER DU HAVRE;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;Normandie;1- Obligatoire;1- Oui;456;69,75;D;1-Diminution;456;72.25;456;78.23;456;75.19;456;69.78;456;47.9;456;59.09;41;456
760921809;CLINIQUE DE L'EUROPE ROUEN;760921809;CLINIQUE DE L'EUROPE ROUEN;Normandie;1- Obligatoire;1- Oui;891;74,17;B;3-Amélioration;891;75.69;891;80.2;891;81.85;891;69.59;891;57.17;891;66.75;57,8;891
770021145;GRAND HOPITAL DE L'EST FRANCILIEN;770000131;CH DE COULOMMIERS;Ile de France;1- Obligatoire;1- Oui;48;69,56;D;4-Non calculable;48;71.83;48;77.32;48;75.08;48;69.88;48;53.2;48;58.08;41,7;48
770021152;CENTRE HOSPITALIER SUD SEINE ET MARNE;770000149;CH DE FONTAINEBLEAU;Ile de France;1- Obligatoire;1- Oui;133;65,36;D;2-Stable;133;61.76;133;77.91;133;75.57;133;57.59;133;44.79;133;57.75;28,6;133
770110054;CENTRE HOSPITALIER MARC JACQUET  MELUN;770000156;CH DE MELUN SITE SANTEPOLE;Ile de France;1- Obligatoire;1- Oui;381;68,75;D;2-Stable;381;67;381;76.64;381;74.57;381;76.42;381;50.64;381;56.09;40;380
770021152;CENTRE HOSPITALIER SUD SEINE ET MARNE;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;Ile de France;1- Obligatoire;1- Oui;43;66,04;D;2-Stable;43;65.25;43;75.9;43;69.83;43;66.25;43;38.39;43;60.76;40,5;42
770110070;CENTRE HOSPITALIER LEON BINET DE PROVINS;770000172;CH DE PROVINS LEON BINET;Ile de France;1- Obligatoire;1- Oui;42;68,79;D;4-Non calculable;42;68.29;42;76.36;42;71.78;42;66.84;42;56.14;42;60.47;35,7;42
770021152;CENTRE HOSPITALIER SUD SEINE ET MARNE;770000214;CH DE NEMOURS;Ile de France;1- Obligatoire;1- Oui;43;78,38;A;3-Amélioration;43;78.71;43;89.49;43;88.94;43;73.75;43;38.65;43;74.97;48,8;43
770021145;GRAND HOPITAL DE L'EST FRANCILIEN;770000446;CH DE MEAUX  SITE SAINT FARON;Ile de France;1- Obligatoire;1- Oui;68;66,9;D;4-Non calculable;68;66.98;68;76.32;68;72.04;68;63.24;68;53.51;68;57.82;35,8;67
770021145;GRAND HOPITAL DE L'EST FRANCILIEN;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;Ile de France;1- Obligatoire;1- Oui;613;67,4;D;2-Stable;613;67.97;613;76.05;613;76.08;613;70.15;613;50.22;613;52.12;40,5;612
770020477;HOPITAL FORCILLES - FONDATION COGNACQ JAY;770020477;HOP FORCILLES FONDATION COGNACQ JAY;Ile de France;1- Obligatoire;1- Oui;79;75,47;B;2-Stable;79;79.23;79;83.78;79;80.73;79;73.79;79;62.8;79;63.11;68,4;79
770300010;HOPITAL PRIVE DE MARNE CHANTEREINE (H.P.M.C.);770300010;HOPITAL PRIVE DE MARNE CHANTEREINE;Ile de France;1- Obligatoire;1- Oui;68;67,44;D;2-Stable;68;65.51;68;76.59;68;77.58;68;61.51;68;49.38;68;58.53;39,7;68
770300135;CLINIQUE MEDICO CHIRURGICALE LES FONTAINES;770300135;CLINIQUE MEDICO CHIRURG LES FONTAINES;Ile de France;1- Obligatoire;1- Oui;301;70,44;D;1-Diminution;301;71.8;301;77.57;301;78.9;301;69.36;301;54.15;301;58.36;52,8;301
770300143;SOCIETE ANONYME POLYCLINIQUE SAINT JEAN;770300143;CLINIQUE SAINT JEAN L ERMITAGE;Ile de France;1- Obligatoire;1- Oui;459;76,59;B;2-Stable;459;77.83;459;82.5;459;81.91;459;81.08;459;50.71;459;68.5;66,9;459
770300192;SOCIETE ANONYME CLINIQUE SAINTE-BRICE;770300192;CLINIQUE SAINT BRICE;Ile de France;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
770300275;POLYCLINIQUE DE LA FORET;770300275;POLYCLINIQUE DE LA FORET;Ile de France;1- Obligatoire;1- Oui;41;73,24;C;1-Diminution;41;75.71;41;81.72;41;78.23;41;72.98;41;47.72;41;64.17;51,2;41
770790707;CLINIQUE DE TOURNAN;770790707;CLINIQUE DE TOURNAN;Ile de France;1- Obligatoire;1- Oui;241;72,1;C;2-Stable;241;72.55;241;77.99;241;77.99;241;73.7;241;54.41;241;63.53;48,5;241
770813400;CLINIQUE MEDICO-CHIRURGICALE SAINT-FARON;770813400;CLINIQUE MEDICO CHIRURGICALE ST FARON;Ile de France;1- Obligatoire;1- Oui;58;77,54;A;4-Non calculable;58;77.75;58;86.13;58;85.46;58;77.83;58;57.63;58;66.77;74,1;58
780110011;CH FRANCOIS QUESNAY    MANTES LA JOLIE;780000287;CH FRANCOIS QUESNAY MANTES;Ile de France;1- Obligatoire;1- Oui;67;68,89;D;2-Stable;67;67.11;67;79.39;67;76.69;67;65.4;67;51.55;67;58.68;31,3;67
780002697;CH INTERCOMM MEULAN-LES MUREAUX;780000295;CHI DE MEULAN LES MUREAUX;Ile de France;1- Obligatoire;1- Oui;272;69,52;D;2-Stable;272;69.09;272;80;272;75.93;272;65.84;272;50.5;272;60.6;47,2;271
780001236;CENTRE HOSPITALIER INTERCOMMUNAL POISSY ST-GERMAIN EN LAYE;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;Ile de France;1- Obligatoire;1- Oui;187;67,04;D;2-Stable;187;63.9;187;78.17;187;77.37;187;55.22;187;50.51;187;60.75;34,4;186
780110052;CENTRE HOSPITALIER DE RAMBOUILLET;780000329;CH DE RAMBOUILLET;Ile de France;1- Obligatoire;1- Oui;507;66,73;D;2-Stable;507;65.44;507;78.82;507;75.65;507;60.8;507;53;507;54.57;41,8;505
780001236;CENTRE HOSPITALIER INTERCOMMUNAL POISSY ST-GERMAIN EN LAYE;780000337;CHI POISSY ST GERMAIN SITE ST GERMAIN;Ile de France;1- Obligatoire;1- Oui;33;67,18;D;4-Non calculable;33;61.89;33;78.35;33;74.75;33;67.04;33;56.26;33;58.45;39,4;33
780130027;HOPITAL DE HOUDAN;780000378;CH LOCAL DE HOUDAN;Ile de France;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
780018727;CLINIQUE SAINT GERMAIN;780018727;CLINIQUE SAINT GERMAIN;Ile de France;1- Obligatoire;1- Oui;123;73,78;C;2-Stable;123;73.96;123;81.26;123;80.92;123;75.33;123;52.73;123;63.63;57,4;122
780022737;CENTRE HOSPITALIER DES COURSES;780022737;POLYCLINIQUE DE MAISONS LAFFITTE;Ile de France;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
780300075;CENTRE CARDIOLOGIQUE D'EVECQUEMONT;780300075;CENTRE CARDIOLOGIQUE D EVECQUEMONT;Ile de France;1- Obligatoire;1- Oui;76;74,18;B;3-Amélioration;76;75.31;76;82.6;76;81.63;76;72.14;76;66.58;76;60.48;68,4;76
780300125;POLYCLINIQUE DE LA REGION MANTAISE;780300125;POLYCLINIQUE REGION MANTAISE;Ile de France;1- Obligatoire;1- Oui;95;73,05;C;1-Diminution;95;71.1;95;80.35;95;80.33;95;73.85;95;62.12;95;61.72;51,6;95
780300208;CLINIQUE SAINT LOUIS;780300208;CLINIQUE SAINT LOUIS;Ile de France;1- Obligatoire;1- Oui;253;70,66;D;1-Diminution;253;70.48;253;76.6;253;79.48;253;69.94;253;55.82;253;60.43;51,2;252
780300323;HOPITAL PRIVE DE VERSAILLES FRANCISCAINES;780300323;HOPITAL PRIVE FRANCISCAINES;Ile de France;1- Obligatoire;1- Oui;473;70,09;D;2-Stable;473;65.98;473;79.62;473;80.96;473;67.48;473;49.09;473;62.01;42,6;472
780300364;HOPITAL PRIVE DE VERSAILLES SITE LA MAYE;780300364;HOPITAL PRIVE DE VERSAILLES LA MAYE;Ile de France;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
780300406;HOPITAL PRIVE DE PARLY II;780300406;HOPITAL PRIVE DE PARLY II;Ile de France;1- Obligatoire;1- Oui;739;70,54;D;2-Stable;739;70.03;739;80.03;739;80.01;739;67.22;739;57.45;739;58;52;736
780300414;CENTRE HOSPITALIER PRIVE DE L'EUROPE;780300414;CH PRIVE DE L EUROPE;Ile de France;1- Obligatoire;1- Oui;686;69,98;D;2-Stable;686;67.43;686;78.17;686;80.24;686;69;686;49.29;686;60.75;46,4;685
780300422;HOPITAL PRIVE DE L'OUEST PARISIEN;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;Ile de France;1- Obligatoire;1- Oui;336;72,25;C;2-Stable;336;69.43;336;80.91;336;80.85;336;70.99;336;49.63;336;65.75;46,9;335
780300455;CENTRE HOSPITALIER PRIVE DU MONTGARDE;780300455;CH PRIVE DU MONTGARDE;Ile de France;1- Obligatoire;1- Oui;58;72,18;C;2-Stable;58;70.27;58;77.69;58;80.95;58;72.85;58;62.95;58;62.05;53,4;58
780110078;CENTRE HOSPITALIER  DE VERSAILLES;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;Ile de France;1- Obligatoire;1- Oui;172;71,44;C;3-Amélioration;172;70.65;172;80.32;172;79.09;172;66.45;172;50.49;172;66.29;57;172
790000012;CENTRE HOSPITALIER DE NIORT;790000087;CENTRE HOSPITALIER DE NIORT;Nouvelle Aquitaine;1- Obligatoire;1- Oui;460;72,33;C;2-Stable;460;70.39;460;80.28;460;78.76;460;69.69;460;60.3;460;64.6;48,5;460
790006654;CTRE HOSPIT. NORD DEUX-SEVRES;790000095;SITE HOSPITALIER DE BRESSUIRE;Nouvelle Aquitaine;1- Obligatoire;2- Non;;;NR;;;;;;;;;;;;;;;
790006654;CTRE HOSPIT. NORD DEUX-SEVRES;790003537;SITE HOSPITALIER DE THOUARS;Nouvelle Aquitaine;1- Obligatoire;2- Non;;;NR;;;;;;;;;;;;;;;
790009948;POLYCLINIQUE D'INKERMANN;790009948;POLYCLINIQUE D'INKERMANN;Nouvelle Aquitaine;1- Obligatoire;1- Oui;517;74,07;B;3-Amélioration;517;74.92;517;81.94;517;81.18;517;70.2;517;61.84;517;64.01;56,8;516
790006654;CTRE HOSPIT. NORD DEUX-SEVRES;790019848;SITE HOSPITALIER FAYE L'ABBESSE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;176;75,46;B;4-Non calculable;176;76.34;176;82.82;176;80.9;176;79.03;176;63.92;176;61.37;68,2;176
800000028;CENTRE HOSPITALIER D'ABBEVILLE;800000143;CH ABBEVILLE;Hauts de France;1- Obligatoire;1- Oui;125;68,44;D;2-Stable;125;64.27;125;76.96;125;76.36;125;68.88;125;58.24;125;58.24;34,4;125
800000036;CENTRE HOSPITALIER D'ALBERT;800000184;CH ALBERT;Hauts de France;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
800000044;CENTRE HOSPITALIER UNIVERSITAIRE D'AMIENS;800000192;CHU AMIENS NORD;Hauts de France;1- Obligatoire;1- Oui;83;72,26;C;4-Non calculable;83;76.65;83;79.24;83;76.47;83;67.99;83;59.06;83;63.58;45,8;83
800000051;CENTRE HOSPITALIER DE CORBIE;800000200;CH CORBIE;Hauts de France;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
800000069;CENTRE HOSPITALIER DE DOULLENS;800000226;CH DOULLENS;Hauts de France;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
800000085;CENTRE HOSPITALIER INTERCOMMUNAL MONTDIDIER-ROYE;800000390;CH CHIMR MONTDIDIER;Hauts de France;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
800000093;CENTRE HOSPITALIER DE PERONNE;800000432;CH PÉRONNE;Hauts de France;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
800000085;CENTRE HOSPITALIER INTERCOMMUNAL MONTDIDIER-ROYE;800000440;CH CHIMR ROYE;Hauts de France;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
800000044;CENTRE HOSPITALIER UNIVERSITAIRE D'AMIENS;800000614;CHU AMIENS SAINT VICTOR;Hauts de France;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
800002503;SA CLINIQUE SAINTE ISABELLE;800002503;SA CLINIQUE SAINTE ISABELLE;Hauts de France;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
800000044;CENTRE HOSPITALIER UNIVERSITAIRE D'AMIENS;800006124;CHU AMIENS SALOUËL;Hauts de France;1- Obligatoire;1- Oui;1014;73,25;C;2-Stable;1014;71.84;1014;81.13;1014;79.41;1014;75.36;1014;52.87;1014;64.4;60,6;1012
800009466;POLYCLINIQUE DE PICARDIE;800009466;POLYCLINIQUE DE PICARDIE;Hauts de France;1- Obligatoire;1- Oui;63;77,14;B;1-Diminution;63;78.2;63;82.54;63;81.19;63;78.6;63;62.26;63;68.66;66,7;63
800009920;GROUPE SANTE VICTOR PAUCHET;800009920;CLINIQUE VICTOR PAUCHET DE BUTLER;Hauts de France;1- Obligatoire;1- Oui;259;74,63;B;3-Amélioration;259;74.18;259;81.29;259;82.37;259;75.95;259;59.33;259;62.97;63;257
800013179;CLINIQUE DE L'EUROPE;800013179;CLINIQUE DE L'EUROPE;Hauts de France;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
800015729;SAS DE CARDIOLOGIES ET URGENCES;800015729;SAS DE CARDIOLOGIES ET URGENCES;Hauts de France;1- Obligatoire;1- Oui;128;74,76;B;3-Amélioration;128;74.43;128;81.26;128;80.7;128;77.33;128;68.96;128;62.73;64,1;128
810000224;CENTRE MEDICO CHIRUGICAL ET OBSTETRICAL CLAUDE BERNARD;810000224;CL CLAUDE BERNARD;Occitanie;1- Obligatoire;1- Oui;133;73,77;C;1-Diminution;133;73.36;133;83.29;133;81.08;133;69.89;133;55.13;133;66.02;58,3;132
810000448;POLYCLINIQUE SAINTE BARBE;810000448;POLYCL STE BARBE;Occitanie;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
810000331;CENTRE HOSPITALIER D'ALBI;810000505;CH ALBI;Occitanie;1- Obligatoire;1- Oui;289;72,77;C;2-Stable;289;70.35;289;82.51;289;79.92;289;73.06;289;46.3;289;66.05;56,7;289
810000380;HOPITAL DU PAYS D'AUTAN - CHIC CASTRES MAZAMET;810000521;CHI CASTRES MAZAMET SITE AUTAN CASTRES;Occitanie;1- Obligatoire;1- Oui;455;73,37;C;1-Diminution;455;72.19;455;80.83;455;80.07;455;73.14;455;58.94;455;64.28;50,8;455
810000455;CENTRE HOSPITALIER DE LAVAUR;810000562;CH LAVAUR;Occitanie;1- Obligatoire;1- Oui;102;75,09;B;1-Diminution;102;74.12;102;85.35;102;81.33;102;79.98;102;57.45;102;60.16;74,3;101
810101170;CLINIQUE TOULOUSE LAUTREC;810101170;CL TOULOUSE LAUTREC;Occitanie;1- Obligatoire;1- Oui;193;77,68;A;3-Amélioration;193;78.47;193;83.05;193;83.04;193;76.32;193;63.18;193;71.27;68,9;193
810101444;POLYCLINIQUE DU SIDOBRE;810101444;POLYCL DU SIDOBRE;Occitanie;1- Obligatoire;1- Oui;137;76,49;B;2-Stable;137;77.19;137;83.43;137;84.72;137;74.71;137;57.33;137;67.53;62;137
820000016;CENTRE HOSPITALIER DE MONTAUBAN;820000032;CH DE MONTAUBAN;Occitanie;1- Obligatoire;1- Oui;45;73,91;C;4-Non calculable;45;67.46;45;84.77;45;84.25;45;68.82;45;51.95;45;69.61;53,3;45
820000040;CLINIQUE CROIX ST MICHEL;820000040;CL CROIX ST MICHEL;Occitanie;1- Obligatoire;1- Oui;215;71,82;C;2-Stable;215;73.89;215;78.88;215;79.11;215;66.16;215;63.74;215;60.6;54,9;215
820000057;CLINIQUE DU PONT DE CHAUME;820000057;CL DU PONT DE CHAUME;Occitanie;1- Obligatoire;1- Oui;226;71,24;C;3-Amélioration;226;71.04;226;79.59;226;77.8;226;71.57;226;53.28;226;60.29;46,7;225
820000065;CLINIQUE DU DOCTEUR CAVE;820000065;CL DU DR HONORE CAVE;Occitanie;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;;;
820004950;CENTRE HOSPITALIER INTERCOMMUNAL CASTELSARRASIN-MOISSAC;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;Occitanie;1- Obligatoire;1- Oui;45;74,09;B;4-Non calculable;45;74.8;45;82.09;45;81.24;45;69.95;45;59.8;45;65.31;55,6;45
830100517;CENTRE HOSPITALIER JEAN MARCEL DE BRIGNOLES;830000279;CH JEAN MARCEL DE BRIGNOLES;PACA;1- Obligatoire;1- Oui;168;72,41;C;4-Non calculable;168;71.85;168;81.81;168;78.42;168;65.78;168;62.89;168;64.7;56,6;166
830100525;CENTRE HOSPITALIER DE LA DRACENIE DE DRAGUIGNAN;830000287;CH LA DRACENIE DE DRAGUIGNAN;PACA;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
830100533;CENTRE HOSPITALIER DE HYERES MARIE JOSEE TREFFOT;830000295;CH DE HYERES MARIE JOSEE TREFFOT;PACA;1- Obligatoire;1- Oui;459;70,96;C;3-Amélioration;459;72.53;459;80.82;459;78.64;459;62.33;459;53.61;459;63.48;51,9;459
830100566;CENTRE HOSPITALIER INTER COMMUNAL DE FREJUS SAINT RAPHAEL;830000311;CHI DE FREJUS SAINT RAPHAEL;PACA;1- Obligatoire;1- Oui;336;67,65;D;2-Stable;336;67.73;336;77.62;336;75.47;336;61.33;336;52.85;336;58.3;37,9;335
830100590;CENTRE HOSPITALIER SAINT TROPEZ POLE DE SANTE DU GOLFE;830000337;CENTRE HOSPITALIER DE SAINT TROPEZ;PACA;1- Obligatoire;1- Oui;146;73,17;C;2-Stable;146;72.84;146;81.88;146;79.55;146;71.9;146;62.24;146;61.86;60,3;146
830100616;CENTRE HOSPITALIER INTERCOMMUNAL TOULON LA SEYNE SUR MER;830000345;CHITS CH SAINTE MUSSE;PACA;1- Obligatoire;1- Oui;150;71,71;C;1-Diminution;150;72.09;150;79.78;150;80.57;150;72.6;150;53.94;150;58.2;50,7;150
830100103;HOPITAL PRIVE TOULON HYERES SAINTE MARGUERITE;830100103;HOP PRIVE TOULON HYERES STE MARGUERITE;PACA;1- Obligatoire;1- Oui;529;77,37;A;2-Stable;529;78.73;529;82.72;529;82.13;529;75.07;529;65.92;529;70.19;66;529
830100251;CLINIQUE DU CAP D'OR;830100251;CLINIQUE DU CAP D'OR;PACA;1- Obligatoire;1- Oui;259;76,06;B;2-Stable;259;76.58;259;81.58;259;82.91;259;74.16;259;62.47;259;67.96;55;258
830100319;POLYCLINIQUE LES FLEURS;830100319;POLYCLINIQUE LES FLEURS;PACA;1- Obligatoire;1- Oui;677;74,92;B;3-Amélioration;677;74.5;677;83.24;677;82.82;677;74.2;677;58.4;677;64.95;65,7;671
830100327;CLINIQUE CLINIQUE LES LAURIERS;830100327;CLINIQUE LES LAURIERS;PACA;1- Obligatoire;1- Oui;52;78,72;A;2-Stable;52;80.44;52;82.77;52;84.92;52;81.58;52;69.73;52;65.99;71,2;52
830100368;CLINIQUE CHIRURGICALE DU GOLFE DE ST TROPEZ;830100368;CLINIQUE CHIR DU GOLFE DE ST TROPEZ;PACA;1- Obligatoire;1- Oui;206;75,36;B;3-Amélioration;206;78.11;206;82.08;206;79.21;206;79.91;206;55.28;206;61.91;49,3;205
830100392;POLYCLINIQUE NOTRE DAME;830100392;POLYCLINIQUE NOTRE DAME;PACA;1- Obligatoire;1- Oui;266;73,84;C;2-Stable;266;77.22;266;79.15;266;80.19;266;72.91;266;58.29;266;63.93;57,1;266
830100418;CLINIQUE NOTRE DAME DE LA MERCI;830100418;CLINIQUE NOTRE DAME DE LA MERCI;PACA;1- Obligatoire;1- Oui;98;80,07;A;4-Non calculable;98;84.31;98;85.24;98;83.54;98;81;98;62.17;98;69.74;80,6;98
830100434;HOPITAL PRIVE TOULON HYERES SAINT JEAN;830100434;HOPITAL PRIVE TOULON HYERES SAINT JEAN;PACA;1- Obligatoire;1- Oui;976;75,06;B;2-Stable;976;76.19;976;81.16;976;80.79;976;72.6;976;67.49;976;64.65;58,8;976
830100459;CLINIQUE CHIRURGICALE SAINT MICHEL;830100459;CLINIQUE SAINT MICHEL;PACA;1- Obligatoire;1- Oui;257;74,6;B;2-Stable;257;74.37;257;80.55;257;81.02;257;72.96;257;62.67;257;66.5;56,8;257
830100475;HOPITAL PRIVE TOULON HYERES SAINT ROCH;830100475;HOPITAL PRIVE TOULON HYERES SAINT ROCH;PACA;1- Obligatoire;1- Oui;361;79,46;A;2-Stable;361;79.81;361;84.6;361;85.78;361;76.45;361;71.71;361;71.44;71,5;361
690781810;HOSPICES CIVILS DE LYON;830100558;HOPITAL RENEE SABRAN HYERES;PACA;1- Obligatoire;1- Oui;389;83,45;A;2-Stable;389;85.24;389;88.26;389;87.98;389;82.15;389;69.46;389;77.59;92,3;389
830100574;HOPITAL D'INSTRUCTION DES ARMEES SAINTE ANNE;830100574;HIA SAINTE ANNE;PACA;1- Obligatoire;1- Oui;558;77,69;A;3-Amélioration;558;79.82;558;84.2;558;84.37;558;77.88;558;60.55;558;67.86;79,2;557
830100616;CENTRE HOSPITALIER INTERCOMMUNAL TOULON LA SEYNE SUR MER;830100608;CHITS CH GEORGE SAND;PACA;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
830200523;POLYCLINIQUE MUTUALISTE HENRI MALARTIC;830200523;POLYCLINIQUE MUTUALISTE MALARTIC;PACA;1- Obligatoire;1- Oui;122;78,46;A;3-Amélioration;122;79.56;122;85.04;122;85.2;122;76.59;122;64.51;122;68.64;71,3;122
840000285;POLYCLINIQUE URBAIN V;840000285;POLYCLINIQUE URBAIN V;PACA;1- Obligatoire;1- Oui;277;74,6;B;2-Stable;277;75.61;277;83.37;277;82.76;277;75.4;277;58.98;277;59.71;64,5;276
840000327;CENTRE CHIRURGICAL MONTAGARD;840000327;CENTRE CHIRURGICAL MONTAGARD;PACA;1- Obligatoire;1- Oui;161;78,17;A;3-Amélioration;161;78.57;161;85.14;161;86.61;161;77.95;161;51.53;161;70.91;71,9;160
840000012;CENTRE HOSPITALIER DU PAYS D'APT;840000343;CENTRE HOSPITALIER DU PAYS D'APT;PACA;1- Obligatoire;1- Oui;88;73,88;C;2-Stable;88;74.97;88;82.73;88;79.76;88;73.61;88;63.19;88;59.4;54,5;88
840000350;INSTITUT SAINTE CATHERINE;840000350;INSTITUT SAINTE CATHERINE;PACA;1- Obligatoire;1- Oui;109;81,27;A;2-Stable;109;82.8;109;88.39;109;85.45;109;83.03;109;65.57;109;71.11;77,1;109
840000046;CENTRE HOSPITALIER DE CARPENTRAS;840000392;CENTRE HOSPITALIER DE CARPENTRAS;PACA;1- Obligatoire;1- Oui;314;70,69;D;1-Diminution;314;71.24;314;79.63;314;76.92;314;69.68;314;60.51;314;58.04;49,4;314
840000400;CENTRE CHIRURGICAL SAINT ROCH;840000400;SYNERGIA LUBERON;PACA;1- Obligatoire;1- Oui;75;75,28;B;2-Stable;75;78.21;75;80.93;75;81.94;75;69.74;75;62.01;75;67.1;61,3;75
840004659;CHI CAVAILLON LAURIS;840000418;CHI DE CAVAILLON LAURIS;PACA;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
840000467;CAPIO CLINIQUE D'ORANGE;840000467;CAPIO CLINIQUE D'ORANGE;PACA;1- Obligatoire;1- Oui;161;76,37;B;2-Stable;161;79.08;161;80.79;161;82.93;161;73;161;59.59;161;69.29;59,6;161
840000087;CENTRE HOSPITALIER LOUIS GIORGI D'ORANGE;840000483;CH LOUIS GIORGI D'ORANGE;PACA;1- Obligatoire;1- Oui;30;71,94;C;4-Non calculable;30;72.86;30;78.61;30;75.99;30;75.62;30;59.14;30;59.22;53,3;30
130041916;CHI AIX PERTUIS;840000491;CHI SITE DE PERTUIS;PACA;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
840000111;CENTRE HOSPITALIER DE VAISON LA ROMAINE;840000525;CH VAISON LA ROMAINE;PACA;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;;;
840006597;CENTRE HOSPITALIER D'AVIGNON HENRI DUFFAUT;840001861;CH D'AVIGNON HENRI DUFFAUT;PACA;1- Obligatoire;1- Oui;254;72,03;C;4-Non calculable;254;74.2;254;79.93;254;78.01;254;71.64;254;51.29;254;62.05;52,8;254
840013312;CLINIQUE RHONE DURANCE;840013312;CLINIQUE RHONE DURANCE;PACA;1- Obligatoire;1- Oui;408;72,11;C;1-Diminution;408;73.07;408;80.86;408;80.34;408;71.35;408;55.01;408;59.77;56,5;407
840013445;CAPIO CLINIQUE FONTVERT AVIGNON NORD;840013445;CAPIO CLINIQUE FONTVERT AVIGNON NORD;PACA;2- Facultatif;1- Oui;83;79,23;A;3-Amélioration;83;80.86;83;84.1;83;86.23;83;77.36;83;61.9;83;72.27;79,5;83
840017172;POLYCLINIQUE SYNERGIA;840017172;SYNERGIA VENTOUX;PACA;1- Obligatoire;1- Oui;58;75,46;B;2-Stable;58;76.8;58;83.89;58;81.36;58;75.69;58;52.95;58;65.11;66,7;57
850000118;CLINIQUE SAINT CHARLES;850000118;CLINIQUE SAINT CHARLES;Pays de la Loire;1- Obligatoire;1- Oui;484;75,31;B;2-Stable;484;74.93;484;81.53;484;80.63;484;74.54;484;64.27;484;67.18;57,3;483
850000126;CLINIQUE SUD VENDEE;850000126;CLINIQUE SUD VENDEE;Pays de la Loire;1- Obligatoire;1- Oui;99;76,01;B;4-Non calculable;99;77.75;99;82;99;80.56;99;73.81;99;65.85;99;66.56;62,6;99
850000134;CLINIQUE CHIRURGICALE PORTE OCEANE;850000134;CLINIQUE CHIRURGICALE PORTE OCEANE;Pays de la Loire;1- Obligatoire;1- Oui;223;76,81;B;2-Stable;223;79.65;223;81.49;223;81.43;223;77.11;223;59.41;223;69.69;60,1;223
850000019;CTRE HOSPITALIER DEPARTEMENT LA ROCHE SUR YON LUCON MONTAIGU;850000142;CENTRE HOSPITALIER-SITE LA ROCHE/YON;Pays de la Loire;1- Obligatoire;1- Oui;345;75,31;B;2-Stable;345;73.73;345;83.46;345;80.66;345;76.48;345;62.29;345;65.79;63,8;345
850009010;CENTRE HOSPITALIER INTERCOMMUNAL LOIRE VENDEE OCEAN;850000175;CH LVO :SITE DE  CHALLANS;Pays de la Loire;1- Obligatoire;1- Oui;115;71,97;C;2-Stable;115;71.59;115;80.98;115;78.97;115;68.8;115;60.78;115;61.36;45,6;114
