finess;rs_finess;finess_geo;rs_finess_geo;region;participation;Depot;nb_rep_score_all_ajust;score_all_ajust;classement;evolution;score_AVH_ajust;nb_rep_score_AVH_ajust;score_ACC_ajust;nb_rep_score_ACC_ajust;score_PEC_ajust;nb_rep_score_PEC_ajust;score_CER_ajust;nb_rep_score_CER_ajust;score_OVS_ajust;nb_rep_score_OVS_ajust;taux_reco_brut;nb_reco_brut
410004998;CLINIQUE DU SAINT COEUR - VENDOME;410004998;CLINIQUE DU SAINT COEUR - VENDOME;Centre-Val de Loire;1- Obligatoire;1- Oui;341;75,17;C;1-Diminution;77,72;341;78,34;341;81,09;341;71,97;341;68,4;341;58,2;340
420780033;CH DE ROANNE;420000010;CENTRE HOSPITALIER DE ROANNE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;408;78,74;B;2-Stable;81,99;408;83,37;408;83,71;408;75,31;408;71,61;408;64,2;408
420013831;CENTRE HOSPITALIER DU FOREZ;420000226;CH DU FOREZ SITE DE MONTBRISON;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;33;79,64;B;4-Non calculable;76,7;33;84,19;33;85,27;33;78,06;33;74,54;33;75,8;33
420780652;CH DE FIRMINY;420000234;CENTRE HOSPITALIER DE FIRMINY;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;32;77,31;B;4-Non calculable;81,09;32;82,37;32;84,79;32;71,64;32;68,77;32;66,7;30
420010050;CLINIQUE MUTUALISTE CHIRURGICALE;420010050;CLINIQUE MUTUALISTE MFL SSAM;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;148;79,8;A;3-Amélioration;83,55;148;81,29;148;84,31;148;71,39;148;76,74;148;81,8;148
420011413;HOPITAL PRIVE DE LA LOIRE;420011413;HOPITAL PRIVE DE LA LOIRE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;916;73,61;C;2-Stable;77,5;916;78,99;916;80,92;916;70,17;916;63,79;916;56,6;915
420780504;CLINIQUE DU PARC ST PRIEST EN JAREZ;420780504;CLINIQUE DU PARC ST PRIEST EN JAREZ;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;1112;76,31;C;2-Stable;77,65;1112;79,3;1112;82,34;1112;72,12;1112;70,79;1112;62,5;1111
420002495;HOPITAL DU GIER;420780637;HOPITAL DU GIER - MCO;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;135;77,67;B;2-Stable;79,77;135;81,97;135;84,62;135;72,36;135;70,25;135;68,9;135
420782310;CLINIQUE MEDICO CHIRURGICALE DE RENAISON;420782310;CLINIQUE DU RENAISON;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;1054;72,85;D;1-Diminution;76,51;1054;80,38;1054;81,14;1054;64,89;1054;63,12;1054;62,3;1052
420782591;CLINIQUE NOUVELLE DU FOREZ ET SAINTE GENEVIEVE;420782591;CLINIQUE NOUVELLE DU FOREZ;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;279;77,54;B;2-Stable;79,99;279;81,61;279;82,6;279;73,07;279;71,5;279;64,9;279
420784878;CHU SAINT ETIENNE;420785354;HOPITAL NORD - CHU42;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;216;76,71;B;3-Amélioration;80,19;216;78,66;216;82,61;216;70,08;216;71,4;216;64;214
430000109;CLINIQUE BON SECOURS;430000109;CLINIQUE BON SECOURS;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;228;73,94;C;2-Stable;75,95;228;79,46;228;83,54;228;72,75;228;62,22;228;63,9;227
430000018;CENTRE HOSPITALIER DU PUY;430000117;CENTRE HOSPITALIER LE PUY - EMILE ROUX;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;255;76,86;B;3-Amélioration;79,7;255;80,15;255;82,86;255;71,21;255;71,04;255;67,2;253
430000034;CENTRE HOSPITALIER SECTEUR DE BRIOUDE;430000190;CTRE HOSPITALIER DE SECTEUR DE BRIOUDE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
440000057;CENTRE HOSPITALIER DE SAINT- NAZAIRE;440000016;CENTRE HOSPITALIER DE SAINT- NAZAIRE;Pays de la Loire;1- Obligatoire;1- Oui;103;77,99;B;4-Non calculable;79,18;103;83,09;103;84,45;103;77,22;103;69,7;103;62,7;102
440000289;CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE NANTES;440000271;CHU DE NANTES :SITE HÔTEL-DIEU- HME;Pays de la Loire;1- Obligatoire;1- Oui;201;77,08;B;2-Stable;76,94;201;80,63;201;82,91;201;73,63;201;71,84;201;66,7;201
440053643;CENTRE HOSPITALIER ERDRE ET LOIRE;440000396;CENTRE HOSPITALIER ANCENIS;Pays de la Loire;1- Obligatoire;1- Oui;176;73,99;C;2-Stable;74,22;176;79,87;176;81,26;176;70,53;176;66,05;176;53,1;175
440000404;CLINIQUE SAINTE-MARIE - POLE SANTE DE CHOISEL;440000404;CLINIQUE STE-MARIE;Pays de la Loire;1- Obligatoire;1- Oui;277;74,05;C;2-Stable;78,36;277;81,14;277;81,53;277;72,25;277;62,16;277;52,2;276
440000412;CLINIQUE  BRETECHE;440000412;CLINIQUE  BRETECHE;Pays de la Loire;1- Obligatoire;1- Oui;239;77,43;B;3-Amélioration;80,35;239;82,02;239;84,36;239;73,84;239;69,34;239;61,5;239
440000487;CLINIQUE UROLOGIQUE NANTES ATLANTIS;440000487;UROLOGIE NANTES CLIN ET INSTIT URO;Pays de la Loire;1- Obligatoire;2- Non;;;NR;;;;;;;;;;;;;
440000313;CTRE HOSPITALIER  INTERCOMMUNAL CHATEAUBRIANT NOZAY POUANCE;440000503;CENTRE HOSPITALIER CHATEAUBRIANT;Pays de la Loire;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;
440000511;CLINIQUE JEANNE D'ARC;440000511;CLINIQUE JEANNE D'ARC;Pays de la Loire;1- Obligatoire;2- Non;;;NR;;;;;;;;;;;;;
440000651;CLINIQUE SOURDILLE;440000651;CLINIQUE SOURDILLE;Pays de la Loire;1- Obligatoire;2- Non;;;NR;;;;;;;;;;;;;
440001113;INSTITUT DE CANCEROLOGIE DE L'OUEST - CENTRE RENE GAUDUCHEAU;440001113;ICO - SITE GAUDUCHEAU;Pays de la Loire;1- Obligatoire;1- Oui;316;81,48;A;2-Stable;84,62;316;88,23;316;87,63;316;73,93;316;74,04;316;91,1;316
440002020;POLYCLINIQUE DE L'EUROPE;440002020;POLYCLINIQUE DE L'EUROPE;Pays de la Loire;1- Obligatoire;1- Oui;1185;78,61;B;2-Stable;78,59;1185;82,2;1185;83,48;1185;77,43;1185;73;1185;75,1;1184
440000289;CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE NANTES;440017598;CHU DE NANTES : HOPITAL G. R. LAENNEC;Pays de la Loire;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
440024982;CLINIQUE SAINT-AUGUSTIN;440024982;CLINIQUE SAINT-AUGUSTIN;Pays de la Loire;1- Obligatoire;1- Oui;627;74,96;C;2-Stable;79,7;627;78,12;627;82,95;627;71,81;627;65,69;627;55,4;625
440029338;CLINIQUE JULES VERNE - POLE HOSPITALIER MUTUALISTE DE NANTES;440029338;CLINIQUE J.VERNE- POLE HOSP MUTUALISTE;Pays de la Loire;1- Obligatoire;1- Oui;1157;76,46;C;1-Diminution;82,7;1157;80,82;1157;84,48;1157;76,89;1157;63,72;1157;72,2;1156
440029379;CLINIQUE JULES VERNE;440029379;CLINIQUE JULES VERNE;Pays de la Loire;1- Obligatoire;1- Oui;4245;75,75;C;2-Stable;81,88;4245;79,45;4245;84,24;4245;75,98;4245;62,97;4245;71,6;4239
440033819;POLYCLINIQUE DE L'ATLANTIQUE;440033819;SANTE ATLANTIQUE;Pays de la Loire;1- Obligatoire;1- Oui;3788;76,31;C;2-Stable;79,83;3788;77,8;3788;82,17;3788;74,5;3788;69,38;3788;67,6;3785
440041580;NOUVELLES CLINIQUES NANTAISES;440041580;L'HOPITAL PRIVE DU CONFLUENT;Pays de la Loire;1- Obligatoire;1- Oui;3564;77,5;B;2-Stable;80,1;3564;80,47;3564;83,34;3564;73,84;3564;71,11;3564;62,5;3554
440050433;CLINIQUE MUTUALISTE DE L'ESTUAIRE;440050433;CLINIQUE MUTUALISTE DE L'ESTUAIRE;Pays de la Loire;1- Obligatoire;1- Oui;717;76,77;B;3-Amélioration;82,27;717;82,28;717;84,24;717;76,74;717;64,4;717;65,6;716
450000096;CH DE GIEN;450000047;CH DEZARNAULDS - GIEN;Centre-Val de Loire;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;
450000104;C H AGGLOMERATION MONTARGOISE;450000062;CH AGGLOMERATION MONTARGOISE;Centre-Val de Loire;1- Obligatoire;1- Oui;39;78,53;B;4-Non calculable;81,12;39;83,43;39;84,07;39;67,55;39;74,01;39;48,7;39
450000237;CLINIQUE JEANNE D'ARC - GIEN;450000237;CLINIQUE JEANNE D'ARC - GIEN;Centre-Val de Loire;1- Obligatoire;1- Oui;490;74,07;C;2-Stable;76,12;490;80,57;490;83,57;490;79,18;490;59,39;490;58,4;488
450000245;CLINIQUE L'ARCHETTE;450000245;CLINIQUE L'ARCHETTE;Centre-Val de Loire;1- Obligatoire;1- Oui;330;76,34;C;2-Stable;76,97;330;81,09;330;84,54;330;76,47;330;66,52;330;70,6;330
450000088;CENTRE HOSPITALIER REGIONAL D'ORLEANS;450002613;CHR ORLÉANS - HÔPITAL DE LA SOURCE;Centre-Val de Loire;1- Obligatoire;1- Oui;652;78,96;B;2-Stable;80,84;652;82,39;652;84,66;652;76,15;652;72,39;652;70,4;652
450010079;POLYCLINIQUE LES LONGUES ALLEES (POLE DE SANTE ORELIANCE);450010079;ORELIANCE - LONGUES ALLEES;Centre-Val de Loire;1- Obligatoire;1- Oui;2783;75,31;C;2-Stable;79,89;2783;79,13;2783;81,93;2783;73,57;2783;65,55;2783;62,9;2775
450012968;CLINIQUE DE MONTARGIS;450012968;CLINIQUE DE MONTARGIS;Centre-Val de Loire;1- Obligatoire;1- Oui;441;72,83;D;4-Non calculable;73,65;441;77,72;441;79,47;441;66,8;441;66,69;441;61,5;441
460780083;CENTRE HOSPITALIER FIGEAC;460000045;CH FIGEAC SITE MAQUISARDS;Occitanie;1- Obligatoire;1- Oui;254;76,9;B;3-Amélioration;80,05;254;81,91;254;83,71;254;72,29;254;68,49;254;59,1;252
460780208;CENTRE HOSPITALIER JEAN COULON GOURDON;460000102;CH JEAN COULON GOURDON;Occitanie;1- Obligatoire;1- Oui;294;79,34;B;1-Diminution;85,28;294;85,17;294;87,03;294;76,78;294;67,19;294;82;294
460780216;CENTRE HOSPITALIER JEAN ROUGIER CAHORS;460000110;CH JEAN ROUGIER CAHORS;Occitanie;1- Obligatoire;1- Oui;125;79,38;B;2-Stable;82;125;82,7;125;84,58;125;73,71;125;74,15;125;66,4;125
470000027;CLINIQUE ESQUIROL-SAINT-HILAIRE;470000027;CLINIQUE ESQUIROL-SAINT-HILAIRE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;1835;76;C;2-Stable;78,59;1835;79,01;1835;82,46;1835;72,86;1835;68,9;1835;60,4;1831
470016171;CENTRE HOSPITALIER INTERCOMMUNAL AGEN-NERAC;470000423;CH AGEN NERAC - HOPITAL SAINT-ESPRIT;Nouvelle Aquitaine;1- Obligatoire;1- Oui;193;79,34;B;4-Non calculable;81,32;193;83,37;193;85,25;193;73,55;193;73,14;193;70,3;192
470001660;CENTRE HOSPITALIER INTERCOMMUNAL MARMANDE - TONNEINS;470000480;CENTRE HOSPITALIER DE MARMANDE - CHIC;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
470016049;POLE DE SANTE DU VILLENEUVOIS (PSV);470016049;POLE DE SANTE DU VILLENEUVOIS;Nouvelle Aquitaine;1- Obligatoire;1- Oui;142;78,69;B;1-Diminution;79,2;142;78,73;142;84,34;142;79,56;142;73,43;142;71,6;141
480780097;CENTRE HOSPITALIER DE MENDE;480000017;HOPITAL LOZERE SITE VALLEE DU LOT;Occitanie;1- Obligatoire;2- Non;;;NR;;;;;;;;;;;;;
480780097;CENTRE HOSPITALIER DE MENDE;480002948;HOPITAL LOZERE SITE GEVAUDAN;Occitanie;1- Obligatoire;2- Non;;;NR;;;;;;;;;;;;;
490000031;CENTRE HOSPITALIER  UNIVERSITAIRE D'ANGERS;490000049;CHU D' ANGERS :SITE LARREY;Pays de la Loire;1- Obligatoire;1- Oui;35;73,95;C;4-Non calculable;73,61;35;78,52;35;83,08;35;66,72;35;66,67;35;54,3;35
490000155;INSTITUT DE CANCEROLOGIE DE L'OUEST - SITE CENTRE PAUL PAPIN;490000155;ICO - SITE PAUL PAPIN;Pays de la Loire;1- Obligatoire;1- Oui;240;80,08;A;2-Stable;76,7;240;85,06;240;85,62;240;81,09;240;74,33;240;83,8;240
490000262;CLINIQUE SAINT JOSEPH;490000262;CLINIQUE SAINT JOSEPH;Pays de la Loire;1- Obligatoire;1- Oui;697;75,3;C;2-Stable;76,56;697;78,66;697;82,87;697;76,02;697;66,25;697;68,9;694
490000676;CENTRE HOSPITALIER DE CHOLET;490000635;CENTRE HOSPITALIER DE CHOLET;Pays de la Loire;1- Obligatoire;1- Oui;209;78,35;B;1-Diminution;79,76;209;82,25;209;82,79;209;78,58;209;71,5;209;64,1;209
490528452;CENTRE HOSPITALIER DE SAUMUR;490001765;CENTRE HOSPITALIER DE SAUMUR;Pays de la Loire;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
490002037;POLYCLINIQUE DU PARC;490002037;POLYCLINIQUE DU PARC;Pays de la Loire;1- Obligatoire;1- Oui;1240;75,41;C;2-Stable;77,32;1240;77,52;1240;81,27;1240;78,71;1240;66,97;1240;58,7;1239
490007929;CLINIQUE CHIRURGICALE DE LA LOIRE POLE DE SANTE DU SAUMUROIS;490007929;CLINIQUE CHIRURGICALE DE LA LOIRE;Pays de la Loire;1- Obligatoire;1- Oui;340;73,91;C;2-Stable;78,29;340;80,86;340;81,73;340;74,25;340;61,02;340;63,4;339
490014909;CLINIQUE DE L'ANJOU;490014909;CLINIQUE DE L'ANJOU;Pays de la Loire;1- Obligatoire;1- Oui;2705;75,95;C;2-Stable;78,05;2705;81,27;2705;83,01;2705;75,83;2705;66,04;2705;67,7;2701
490015906;CLINIQUE ST LEONARD;490015906;CLINIQUE ST LEONARD;Pays de la Loire;1- Obligatoire;1- Oui;718;80,14;A;2-Stable;83,99;718;81,28;718;84,54;718;73,45;718;76,47;718;78,5;717
490540440;CENTRE DE LA MAIN;490540440;CENTRE DE LA MAIN;Pays de la Loire;1- Obligatoire;1- Oui;775;82,76;A;2-Stable;84,54;775;85,35;775;86,03;775;76,36;775;80,21;775;89,3;775
500000146;POLYCLINIQUE DE LA BAIE-ST MARTIN;500000146;POLYCLINIQUE DE LA BAIE-ST MARTIN;Normandie;1- Obligatoire;1- Oui;688;77,2;B;2-Stable;79,08;688;80,2;688;81,74;688;71,24;688;73,27;688;66,4;685
500000013;CENTRE HOSPITALIER PUBLIC DU COTENTIN;500000187;CHPC - SITE CHERBOURG;Normandie;1- Obligatoire;1- Oui;105;79,08;B;1-Diminution;81,09;105;81,69;105;85,29;105;74,32;105;73,37;105;64,8;105
500000203;POLYCLINIQUE DE LA MANCHE - SAINT-LO;500000203;POLYCLINIQUE DE LA MANCHE - SAINT-LO;Normandie;1- Obligatoire;1- Oui;429;79,03;B;2-Stable;79,61;429;81,5;429;83,43;429;75,02;429;75,42;429;69,2;429
500000054;CENTRE HOSPITALIER D'AVRANCHES-GRANVILLE;500000260;CHAG - SITE GRANVILLE;Normandie;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
500000401;CLINIQUE HENRI GUILLARD - COUTANCES;500000401;CLINIQUE HENRI GUILLARD - COUTANCES;Normandie;1- Obligatoire;1- Oui;375;79,81;A;2-Stable;80,74;375;82,54;375;84,46;375;77,56;375;74,88;375;70,6;374
500000112;CENTRE HOSPITALIER MEMORIAL FRANCE ETATS - UNIS;500000450;CH MEMORIAL - SAINT-LO;Normandie;1- Obligatoire;1- Oui;54;77,86;B;4-Non calculable;77,86;54;80,87;54;85,45;54;72,3;54;71,86;54;63;54
500002357;POLYCLINIQUE DU COTENTIN;500002357;POLYCLINIQUE DU COTENTIN;Normandie;1- Obligatoire;1- Oui;508;78,28;B;2-Stable;81,74;508;83,61;508;84,02;508;78,74;508;68,36;508;73,8;508
510000037;CENTRE HOSPITALIER DE CHALONS EN CHAMPAGNE;510000169;CENTRE HOSPITALIER DE CHALONS;Grand Est;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
510000185;POLYCLINIQUE DE COURLANCY;510000185;POLYCLINIQUE DE COURLANCY;Grand Est;1- Obligatoire;1- Oui;1806;72,23;D;4-Non calculable;78,64;1806;77,2;1806;79,83;1806;66,81;1806;61,67;1806;50,9;1800
510000227;POLYCLINIQUE DU DOCTEUR JEAN PRIOLLET;510000227;POLYCLINIQUE DU DOCTEUR JEAN PRIOLLET;Grand Est;1- Obligatoire;1- Oui;75;70,63;D;1-Diminution;73,72;75;76,31;75;78,06;75;64,28;75;62,41;75;29,3;75
510000060;CENTRE HOSPITALIER D'EPERNAY;510000235;CENTRE HOSPITALIER D'EPERNAY;Grand Est;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;
510000243;CLINIQUE D'EPERNAY;510000243;CLINIQUE D'EPERNAY;Grand Est;1- Obligatoire;1- Oui;644;74,98;C;2-Stable;75,18;644;80,01;644;81,59;644;73,92;644;67,03;644;60,7;644
510000516;INSTITUT JEAN GODINOT CENTRE REGIONAL DE LUTTE CONTRE CANCER;510000516;INSTITUT GODINOT;Grand Est;1- Obligatoire;1- Oui;144;82,4;A;2-Stable;82,22;144;88,38;144;87,08;144;75,58;144;78,3;144;88,2;144
510000029;CENTRE HOSPITALIER UNIVERSITAIRE DE REIMS;510002447;HOPITAL ROBERT DEBRE CHU REIMS;Grand Est;1- Obligatoire;1- Oui;88;75,87;C;4-Non calculable;77,39;88;80,78;88;80,92;88;65,91;88;72,02;88;64,4;87
510000029;CENTRE HOSPITALIER UNIVERSITAIRE DE REIMS;510002470;AMERICAN MEMORIAL HOSPITAL CHU REIMS;Grand Est;1- Obligatoire;1- Oui;124;76,2;C;4-Non calculable;83,05;124;79,39;124;80,11;124;66,47;124;71,74;124;75,8;124
510000029;CENTRE HOSPITALIER UNIVERSITAIRE DE REIMS;510004302;HOPITAL MAISON BLANCHE CHU REIMS;Grand Est;1- Obligatoire;2- Non;;;NR;;;;;;;;;;;;;
510012040;POLYCLINIQUE DES BLEUETS;510012040;POLYCLINIQUE DES BLEUETS;Grand Est;1- Obligatoire;1- Oui;468;72,52;D;4-Non calculable;78,45;468;78,73;468;81,91;468;63,18;468;61,82;468;53,5;462
510024979;POLYCLINIQUE DE BEZANNES;510024979;POLYCLINIQUE REIMS - BEZANNES;Grand Est;1- Obligatoire;1- Oui;1052;71,77;D;4-Non calculable;76,44;1052;74,54;1052;79,82;1052;70,89;1052;60,95;1052;49,6;1048
520780032;CENTRE HOSPITALIER DE CHAUMONT;520000027;CENTRE HOSPITALIER DE CHAUMONT;Grand Est;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;
520780073;CENTRE HOSPITALIER DE SAINT-DIZIER;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;Grand Est;1- Obligatoire;1- Oui;91;77,86;B;2-Stable;75,74;91;80,2;91;84,18;91;74,15;91;74,31;91;58,9;90
520004680;GCS POLE DE SANTE SUD 52 - CH CHAUMONT;520004680;GCS POLE DE SANTE SUD 52 - CH CHAUMONT;Grand Est;1- Obligatoire;1- Oui;89;71,04;D;4-Non calculable;70,79;89;74,25;89;80,85;89;68,68;89;62,09;89;48,9;88
520004714;GCS POL SANT SUD 52 - CLINIQ COMPASSIO;520004714;GCS POL SANT SUD 52 - CLINIQ COMPASSIO;Grand Est;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
520004722;GCS POLE SANTE SUD 52 - CMC CHAUMONT;520004722;GCS POLE SANTE SUD 52 - CMC CHAUMONT;Grand Est;1- Obligatoire;2- Non;;;NR;;;;;;;;;;;;;
520780180;CLINIQUE FRANCOIS 1ER;520780180;CLINIQUE FRANCOIS 1ER;Grand Est;1- Obligatoire;1- Oui;485;76,34;C;1-Diminution;79,31;485;80,53;485;82,65;485;73,7;485;68,13;485;59,9;484
520780214;CENTRE MEDICO CHIRURGICAL CHAUMONT LE BOIS;520780214;CENTRE MEDICO-CHIRURGICAL DE CHAUMONT;Grand Est;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;
530000025;CENTRE HOSPITALIER INTERCOMMUNAL DU HAUT ANJOU;530000017;CENTRE HOSPITALIER DU HAUT ANJOU;Pays de la Loire;1- Obligatoire;1- Oui;229;76,3;C;2-Stable;77,52;229;81,21;229;83,28;229;72,22;229;68,95;229;65,1;229
530000074;CENTRE HOSPITALIER DU NORD MAYENNE;530000173;CENTRE HOSPITALIER NORD MAYENNE;Pays de la Loire;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
530000371;CENTRE HOSPITALIER DE LAVAL;530000264;CENTRE HOSPITALIER DE LAVAL;Pays de la Loire;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
530031962;POLYCLINIQUE DU MAINE;530031962;POLYCLINIQUE DU MAINE;Pays de la Loire;1- Obligatoire;1- Oui;467;77,74;B;3-Amélioration;80,05;467;81,4;467;83,3;467;75,67;467;70,7;467;66,8;467
540023264;CHU DE NANCY (NV EJ AU 01/01/14 SUITE FUSION CHU-MATERNITE);540000015;CHRU NANCY - MATERNITE;Grand Est;1- Obligatoire;1- Oui;179;77,67;B;4-Non calculable;79,43;179;79,42;179;83,16;179;71,85;179;73,67;179;53,9;178
540000049;CENTRE HOSPITALIER SAINT CHARLES A TOUL;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;Grand Est;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
540000080;CENTRE HOSPITALIER DE LUNEVILLE;540000155;CENTRE HOSPITALIER DE LUNEVILLE;Grand Est;1- Obligatoire;1- Oui;133;80,87;A;2-Stable;81,9;133;83,29;133;86,28;133;77,66;133;75,64;133;70,7;133
540023264;CHU DE NANCY (NV EJ AU 01/01/14 SUITE FUSION CHU-MATERNITE);540000163;CHRU NANCY - CENTRE EMILE GALLE;Grand Est;1- Obligatoire;1- Oui;574;79,72;A;2-Stable;83,65;574;83,06;574;84,75;574;72,67;574;74,45;574;78,6;574
540000361;CLINIQUE CHIRURGICALE JEANNE D'ARC;540000361;CLINIQUE JEANNE D'ARC;Grand Est;1- Obligatoire;1- Oui;513;75,97;C;2-Stable;76,47;513;79,56;513;81,73;513;74,75;513;69,45;513;64,7;513
540000445;CLINIQUE AMBROISE PARE;540000445;CLINIQUE AMBROISE PARE;Grand Est;1- Obligatoire;1- Oui;327;74,9;C;1-Diminution;75,6;327;79,33;327;80,35;327;66,1;327;71,14;327;63;327
540000452;CLINIQUE SAINT ANDRE;540000452;CLINIQUE SAINT ANDRE;Grand Est;1- Obligatoire;1- Oui;1062;77,36;B;2-Stable;79,65;1062;81,53;1062;83,52;1062;74,83;1062;69,5;1062;68,5;1062
540000478;POLYCLINIQUE LOUIS PASTEUR;540000478;CLINIQUE LOUIS PASTEUR;Grand Est;1- Obligatoire;1- Oui;1050;77,11;B;3-Amélioration;81;1050;82,13;1050;84,05;1050;71,25;1050;68,79;1050;68,4;1048
540000486;POLYCLINIQUE DE GENTILLY;540000486;POLYCLINIQUE DE GENTILLY;Grand Est;1- Obligatoire;1- Oui;1262;75,98;C;2-Stable;78,43;1262;76,83;1262;81,62;1262;68,21;1262;72,85;1262;58,3;1258
540000767;CENTRE HOSPITALIER DE BRIEY;540001070;CH DE BRIEY - HOPITAL MAILLOT;Grand Est;1- Obligatoire;1- Oui;133;76,56;B;2-Stable;78,99;133;82,26;133;81,36;133;69,38;133;71,27;133;63,9;133
540001096;CENTRE HOSPITALIER DE MONT ST MARTIN ( ALPHA SANTE );540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);Grand Est;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
540023264;CHU DE NANCY (NV EJ AU 01/01/14 SUITE FUSION CHU-MATERNITE);540001138;CHRU NANCY - HOPITAL CENTRAL;Grand Est;1- Obligatoire;1- Oui;171;77,95;B;1-Diminution;79,92;171;80,79;171;83,84;171;68,31;171;73,8;171;64,9;171
540001286;INSTITUT DE CANCEROLOGIE DE LORRAINE ALEXIS VAUTRIN;540001286;INSTITUT DE CANCEROLOGIE DE LORRAINE;Grand Est;1- Obligatoire;1- Oui;90;80,94;A;3-Amélioration;85,27;90;83,64;90;87,1;90;67,76;90;77,55;90;83,3;90
540023264;CHU DE NANCY (NV EJ AU 01/01/14 SUITE FUSION CHU-MATERNITE);540002698;CHRU NANCY - HOPITAUX DE BRABOIS;Grand Est;1- Obligatoire;1- Oui;537;73,16;C;2-Stable;77,87;537;78,88;537;79,53;537;61,02;537;67,04;537;60,7;534
540013224;POLYCLINIQUE MAJORELLE;540013224;POLYCLINIQUE MAJORELLE;Grand Est;1- Obligatoire;1- Oui;391;73,62;C;2-Stable;74,02;391;79,01;391;79,86;391;73,34;391;65,17;391;57,4;390
550006795;CENTRE HOSPITALIER VERDUN/SAINT MIHIEL;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;Grand Est;1- Obligatoire;1- Oui;79;76,95;B;4-Non calculable;79,76;79;80,55;79;82,21;79;70,44;79;71,98;79;41,8;79
550000178;POLYCLINIQUE DU PARC;550000178;POLYCLINIQUE DU PARC;Grand Est;1- Obligatoire;2- Non;;;NR;;;;;;;;;;;;;
550003354;CENTRE HOSPITALIER DE  BAR LE DUC;550000434;CENTRE HOSPITALIER DE BAR-LE-DUC;Grand Est;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;
560023210;CENTRE HOSPITALIER BRETAGNE ATLANTIQUE;560000127;CHBA SITE DE VANNES;Bretagne;1- Obligatoire;1- Oui;564;82,88;A;2-Stable;84,86;564;85,55;564;87,71;564;80,47;564;77,35;564;79,8;564
560005746;CENTRE HOSPITALIER DE BRETAGNE SUD- CHBS;560000135;GHBS- HÔPITAL DU SCORFF;Bretagne;1- Obligatoire;1- Oui;443;80,2;A;4-Non calculable;81,68;443;82,41;443;85,06;443;78,01;443;75,06;443;71,7;442
560014748;CENTRE HOSPITALIER DU CENTRE BRETAGNE;560000143;CHCB- SITE KÉRIO;Bretagne;1- Obligatoire;1- Oui;148;79,76;A;3-Amélioration;77,66;148;83,68;148;83,88;148;81,55;148;74,72;148;64,6;147
560000044;CENTRE HOSPITALIER ALPHONSE GUERIN - PLOERMEL;560000192;CENTRE HOSPITALIER DE PLOERMEL;Bretagne;1- Obligatoire;1- Oui;267;77,74;B;4-Non calculable;79,02;267;83,7;267;84,09;267;74,54;267;69,66;267;66,9;266
560002933;CLINIQUE MUTUALISTE DE LA PORTE DE L'ORIENT;560002933;CLINIQUE MUTUALISTE PORTE DE L'ORIENT;Bretagne;1- Obligatoire;1- Oui;1448;79,97;A;2-Stable;83,32;1448;85,87;1448;86,18;1448;77,4;1448;70,75;1448;82,4;1447
560007510;POLYCLINIQUE DE KERIO;560007510;POLYCLINIQUE DE KERIO;Bretagne;1- Obligatoire;1- Oui;447;77,41;B;2-Stable;79,32;447;81,24;447;81,92;447;74,73;447;71,53;447;66,2;447
