finess,Sources,lib_reg,code_reg,raison_sociale,lib_cat,repondant,resultat_tda,resultat_trd,tda_c_etbt,tda_c_ichaut_etbt,tda_c_icbas_etbt,tda_c_den_etbt,trd_c_etbt,trd_c_ichaut_etbt,trd_c_icbas_etbt,trd_c_den_etbt
570000646,2015,Alsace-Champagne-Ardenne-Lorraine,44,HOPITAL CLINIQUE CLAUDE BERNARD,Privé,Oui,Pas de contrôle,Pas de contrôle,61.31,65.88,56.73,60,31.71,48,18,41
570001057,2015,Alsace-Champagne-Ardenne-Lorraine,44,HOPITAL BELLE ISLE METZ,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,89.08,,,30,80,92,61,30
570005165,2015,Alsace-Champagne-Ardenne-Lorraine,44,C. H. R. - METZ THIONVILLE,CHU,Oui,Recueil Non Validé,Recueil Validé,,,,,57.14,71,42,49
570015099,2015,Alsace-Champagne-Ardenne-Lorraine,44,CENTRE HOSPITALIER - SARREBOURG,CH,Oui,Pas de contrôle,Pas de contrôle,96.85,98.48,95.22,60,87.72,95,76,57
570025254,2015,Alsace-Champagne-Ardenne-Lorraine,44,CENTRE HOSPITALIER INTERCOMMUNAL UNISANTE,CH,Oui,Pas de contrôle,Pas de contrôle,66.18,68.7,63.66,60,21.82,35,12,55
570026252,2015,Alsace-Champagne-Ardenne-Lorraine,44,HOPITAL ROBERT SCHUMAN,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,84.87,,,30,67.86,84,48,28
580780039,2015,Bourgogne-Franche-Comté,27,C.H. DE L'AGGLOMÉRATION DE NEVERS,CH,Oui,Pas de contrôle,Pas de contrôle,75.74,79.57,71.91,60,70.45,83,55,44
580780096,2015,Bourgogne-Franche-Comté,27,CENTRE HOSPITALIER DECIZE,CH,Oui,Pas de contrôle,Pas de contrôle,65.91,69.49,62.32,60,49.09,63,35,55
580780138,2015,Bourgogne-Franche-Comté,27,POLYCLINIQUE DU VAL DE LOIRE,Privé,Oui,Pas de contrôle,Pas de contrôle,70.08,72.96,67.2,60,22.5,38,11,40
580780195,2015,Bourgogne-Franche-Comté,27,CLINIQUE DE COSNE-SUR-LOIRE,Privé,Oui,Pas de contrôle,Pas de contrôle,67.27,70.6,63.94,60,40.35,54,28,57
590000188,2015,Hauts de France,32,CLCC OSCAR LAMBRET LILLE,CLCC,Oui,Pas de contrôle,Pas de contrôle,98.97,99.95,98,60,94.44,99,73,18
590001749,2015,Hauts de France,32,POLYCLINIQUE DE GRANDE SYNTHE,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,57.04,60.13,53.96,60,86.67,94,75,60
590006896,2015,Hauts de France,32,POLYCLINIQUE DE LA THIERACHE,Privé,Oui,Pas de contrôle,Pas de contrôle,84.51,87.07,81.95,60,61.67,74,48,60
590008041,2015,Hauts de France,32,POLYCLINIQUE VAUBAN,Privé,Oui,Pas de contrôle,Pas de contrôle,94.33,96.53,92.13,60,65.52,78,52,58
590052056,2015,Hauts de France,32,GCS GHICL CLINIQUE STE MARIE,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,80.58,84.21,76.95,60,22.03,35,12,59
590780060,2015,Hauts de France,32,INSTITUT OPHTALMIQUE,Privé,Oui,Pas de contrôle,Pas de contrôle,91.43,94.24,88.61,60,60,88,26,10
590780193,2015,Hauts de France,32,C.H.R.U. DE LILLE,CHU,Oui,Pas de contrôle,Pas de contrôle,78.72,81.96,75.48,60,46.15,61,32,52
590780227,2015,Hauts de France,32,GROUPE HOSPITALIER SECLIN CARVIN,CH,Oui,Pas de contrôle,Pas de contrôle,87.1,90.21,83.99,60,65.71,81,48,35
590780250,2015,Hauts de France,32,CLINIQUE LILLE-SUD,Privé,Oui,Pas de contrôle,Pas de contrôle,82.12,86.47,77.76,60,90.2,97,79,51
590780268,2015,Hauts de France,32,POLYCLINIQUE DU BOIS,Privé,Oui,Pas de contrôle,Pas de contrôle,95.51,98.71,92.32,60,66.67,,,3
590780284,2015,Hauts de France,32,GPT HOPITAUX INSTITUT CATHOLIQUE LILLE,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,82.06,84.87,79.24,60,64.29,77,50,56
590780342,2015,Hauts de France,32,CLINIQUE AMBROISE PARE,Privé,Oui,Pas de contrôle,Pas de contrôle,91.46,94.42,88.51,60,100,,,5
590780383,2015,Hauts de France,32,POLYCLINIQUE DE LA LOUVIERE,Privé,Oui,Pas de contrôle,Pas de contrôle,98.89,100,96.97,60,100,100,100,59
590781415,2015,Hauts de France,32,CENTRE HOSPITALIER DE DUNKERQUE,CH,Oui,Pas de contrôle,Pas de contrôle,81.63,85.52,77.74,60,79.41,91,62,34
590781571,2015,Hauts de France,32,CLINIQUE DU CAMBRESIS,Privé,Oui,Pas de contrôle,Pas de contrôle,83.79,87.35,80.24,60,68.33,80,55,60
590781605,2015,Hauts de France,32,CENTRE HOSPITALIER DE CAMBRAI,CH,Oui,Pas de contrôle,Pas de contrôle,86.4,88.58,84.23,60,62.07,75,48,58
590781621,2015,Hauts de France,32,CENTRE HOSPITALIER DE LE CATEAU,CH,Oui,Pas de contrôle,Pas de contrôle,85.89,89.2,82.57,60,60,81,36,20
590781662,2015,Hauts de France,32,CENTRE HOSPITALIER DE FOURMIES,CH,Oui,Pas de contrôle,Pas de contrôle,69.67,71.93,67.41,60,81.63,91,68,49
590781803,2015,Hauts de France,32,CTRE HOSPITALIER SAMBRE-AVESNOIS,CH,Oui,Pas de contrôle,Pas de contrôle,87.28,89.62,84.93,60,61.36,76,45,44
590781902,2015,Hauts de France,32,CENTRE HOSPITALIER DE TOURCOING,CH,Oui,Pas de contrôle,Pas de contrôle,84.67,87.57,81.77,60,63.41,78,47,41
590781951,2015,Hauts de France,32,CLINIQUE DU CROISE LAROCHE  SA,Privé,Oui,Pas de contrôle,Pas de contrôle,83.81,87.2,80.41,60,65.79,80,49,38
590782165,2015,Hauts de France,32,CENTRE HOSPITALIER DE DENAIN,CH,Oui,Pas de contrôle,Pas de contrôle,96.23,97.6,94.87,60,83.05,92,71,59
590782215,2015,Hauts de France,32,CENTRE HOSPITALIER VALENCIENNES,CH,Oui,Pas de contrôle,Pas de contrôle,92.84,95.26,90.42,60,74.36,87,58,39
590782298,2015,Hauts de France,32,CLINIQUE DU PARC,Privé,Oui,Pas de contrôle,Pas de contrôle,96.75,98.79,94.71,60,89.8,97,78,49
590782421,2015,Hauts de France,32,CENTRE HOSPITALIER DE ROUBAIX,CH,Oui,Pas de contrôle,Pas de contrôle,82.09,85.64,78.54,60,74.29,88,57,35
590782439,2015,Hauts de France,32,CENTRE HOSPITALIER WATTRELOS,CH,Oui,Pas de contrôle,Pas de contrôle,98.13,,,16,,,,0
590782546,2015,Hauts de France,32,CLINIQUE DE VILLENEUVE D'ASCQ,Privé,Oui,Pas de contrôle,Pas de contrôle,83,85.19,80.81,60,0,0,0,60
590782553,2015,Hauts de France,32,SA CLINIQUE DU PARC,Privé,Oui,Pas de contrôle,Pas de contrôle,99.2,99.81,98.58,60,91.67,98,80,48
590782637,2015,Hauts de France,32,CENTRE HOSPITALIER ARMENTIERES,CH,Oui,Pas de contrôle,Pas de contrôle,87.34,89.64,85.04,60,80,90,65,45
590782652,2015,Hauts de France,32,CENTRE HOSPITALIER D'HAZEBROUCK,CH,Oui,Pas de contrôle,Pas de contrôle,80.6,83.46,77.74,60,89.13,96,76,46
590783239,2015,Hauts de France,32,CENTRE HOSPITALIER DE DOUAI,CH,Oui,Pas de contrôle,Pas de contrôle,79.93,83.34,76.53,60,26.67,42,15,45
590788964,2015,Hauts de France,32,POLYCLINIQUE  DU  PARC,Privé,Oui,Pas de contrôle,Pas de contrôle,87.17,88.98,85.36,60,21.67,34,12,60
590790655,2015,Hauts de France,32,CLINIQUE CHIRURGICALE ST ROCH,Privé,Oui,Pas de contrôle,Pas de contrôle,94.57,96.52,92.62,60,93.22,98,83,59
590797353,2015,Hauts de France,32,HOPITAL SAINT VINCENT - SAINT ANTOINE,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,78.87,82.3,75.45,60,34.78,50,21,46
590813176,2015,Hauts de France,32,CLINIQUE DES HETRES,Privé,Oui,Pas de contrôle,Pas de contrôle,90.55,92.48,88.62,60,93.33,98,84,60
590813382,2015,Hauts de France,32,S.A NOUVELLE CLINIQUE VILLETTE,Privé,Oui,Pas de contrôle,Pas de contrôle,85.16,88.76,81.56,60,36.84,62,16,19
590813507,2015,Hauts de France,32,POLYCLINIQUE VAL DE SAMBRE,Privé,Oui,Pas de contrôle,Pas de contrôle,60.68,63.37,58,60,2.04,11,0,49
590815056,2015,Hauts de France,32,CLINIQUE DE FLANDRE,Privé,Oui,Pas de contrôle,Pas de contrôle,93.43,94.97,91.89,60,95,99,86,60
590816310,2015,Hauts de France,32,CLINIQUE ST AME,Privé,Oui,Pas de contrôle,Pas de contrôle,89.19,92.61,85.77,60,73.91,86,59,46
590817458,2015,Hauts de France,32,CLINIQUE DE LA VICTOIRE,Privé,Oui,Pas de contrôle,Pas de contrôle,94.04,96.44,91.64,60,100,100,100,60
590817839,2015,Hauts de France,32,POLYCLINIQUE DU VAL DE LYS,Privé,Oui,Pas de contrôle,Pas de contrôle,86.07,89.46,82.69,60,94.74,99,82,38
600008643,2015,Hauts de France,32,CAB GASTRO ENTEROLOGIQUE,Privé,Oui,Pas de contrôle,Pas de contrôle,95.58,97.48,93.68,60,100,100,100,59
600010862,2015,Hauts de France,32,SAS CENTRE CHIRURGICAL DE CHANTILLY,Privé,Oui,Pas de contrôle,Pas de contrôle,67.16,69.42,64.9,60,20.34,33,11,59
600100168,2015,Hauts de France,32,CENTRE MEDICO-CHIRURGICAL,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,65.95,68.48,63.42,60,28.81,42,18,59
600100176,2015,Hauts de France,32,CENTRE DE SOINS DU VALOIS,Privé,Oui,Pas de contrôle,Pas de contrôle,75.93,77.25,74.61,60,60,72,47,60
600100648,2015,Hauts de France,32,CTRE HOSP DE CLERMONT,CH,Oui,Pas de contrôle,Pas de contrôle,91.73,92.29,91.17,60,60.42,74,45,48
600100713,2015,Hauts de France,32,CTRE HOSP DE BEAUVAIS,CH,Oui,Pas de contrôle,Pas de contrôle,87.46,90.7,84.21,60,85,93,73,60
600100721,2015,Hauts de France,32,CTRE HOSP DE COMPIEGNE,CH,Oui,Pas de contrôle,Pas de contrôle,72.97,75.72,70.22,60,80.49,91,65,41
600100754,2015,Hauts de France,32,POLYCLINIQUE SAINT-COME S. A.,Privé,Oui,Pas de contrôle,Pas de contrôle,79.95,83.52,76.38,60,78.57,95,49,14
600101984,2015,Hauts de France,32,GROUPE HOSPITALIER PUBLIC DU SUD DE L'OISE,CH,Oui,Pas de contrôle,Pas de contrôle,79.9,82.98,76.81,60,54,68,39,50
600110175,2015,Hauts de France,32,CLINIQUE DU PARC SAINT LAZARE,Privé,Oui,Pas de contrôle,Pas de contrôle,91.13,93.71,88.56,60,25,39,14,52
610006421,2015,Normandie,28,CLINIQUE D'ALENCON,Privé,Oui,Pas de contrôle,Pas de contrôle,80.18,82.47,77.9,60,91.67,97,82,60
610780074,2015,Normandie,28,CENTRE HOSPITALIER DE L'AIGLE,CH,Oui,Pas de contrôle,Pas de contrôle,86.86,89.59,84.13,60,92.86,98,83,56
610780082,2015,Normandie,28,CENTRE HOSPITALIER ALENCON,CH,Oui,Pas de contrôle,Pas de contrôle,85.51,88.17,82.84,60,70.83,83,56,48
610780090,2015,Normandie,28,CENTRE HOSPITALIER ARGENTAN,CH,Oui,Pas de contrôle,Pas de contrôle,82.57,85.12,80.03,60,76.47,87,62,51
610780165,2015,Normandie,28,CENTRE HOSPITALIER - FLERS,CH,Oui,Pas de contrôle,Pas de contrôle,80.51,83.42,77.6,60,54.29,71,37,35
610780199,2015,Normandie,28,CLINIQUE ST DOMINIQUE,Privé,Oui,Pas de contrôle,Pas de contrôle,86.18,88.96,83.39,60,84.38,95,67,32
620000026,2015,Hauts de France,32,ETAB HOPALE CTRE CALOT/HELIO,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,88.03,90.83,85.24,60,42.37,56,30,59
620003350,2015,Hauts de France,32,POLYCLINIQUE RIAUMONT DE LIEVIN,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,73.38,78.03,68.72,60,13.64,35,3,22
620003376,2015,Hauts de France,32,POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,77.05,80.16,73.93,60,55.56,75,35,27
620006049,2015,Hauts de France,32,CLINIQUE DE ST OMER,Privé,Oui,Pas de contrôle,Pas de contrôle,91.44,93.67,89.21,60,79.63,89,66,54
620025346,2015,Hauts de France,32,POLYCLINIQUE DE DIVION,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,73.74,76.49,70.99,60,32,47,19,50
620100057,2015,Hauts de France,32,CENTRE HOSPITALIER D'ARRAS,CH,Oui,Pas de contrôle,Pas de contrôle,94.95,96.8,93.11,60,31.82,48,19,44
620100099,2015,Hauts de France,32,HOPITAL PRIVE ARRAS LES BONNETTES,Privé,Oui,Pas de contrôle,Pas de contrôle,91.08,94.67,87.5,60,96.49,99,88,57
620100487,2015,Hauts de France,32,CLINIQUE DES ACACIAS,Privé,Oui,Pas de contrôle,Pas de contrôle,91.25,93.08,89.43,60,58.97,74,42,39
620100651,2015,Hauts de France,32,CTRE HOSPITALIER BETHUNE-BEUVRY,CH,Oui,Pas de contrôle,Pas de contrôle,72.38,75.3,69.47,60,91.3,98,79,46
620100685,2015,Hauts de France,32,CENTRE HOSPITALIER DE LENS,CH,Oui,Pas de contrôle,Pas de contrôle,81.92,85.6,78.23,60,40,58,24,35
620100735,2015,Hauts de France,32,POLYCLINIQUE DE L'ARTOIS,Privé,Oui,Pas de contrôle,Pas de contrôle,83.3,86.15,80.46,60,86.44,94,75,59
620100750,2015,Hauts de France,32,CLINIQUE AMBROISE PARE,Privé,Oui,Pas de contrôle,Pas de contrôle,89.07,92.11,86.03,60,43.86,58,31,57
620101311,2015,Hauts de France,32,CLINIQUE DES 2 CAPS,Privé,Oui,Pas de contrôle,Pas de contrôle,89.53,92.14,86.92,60,74.14,85,61,58
620101337,2015,Hauts de France,32,CENTRE HOSPITALIER DE CALAIS,CH,Oui,Pas de contrôle,Pas de contrôle,82.55,85.29,79.81,60,97.92,99,89,48
620101360,2015,Hauts de France,32,C.H. REGION DE SAINT-OMER,CH,Oui,Pas de contrôle,Pas de contrôle,72.26,75.94,68.59,60,26.67,42,15,45
620101501,2015,Hauts de France,32,POLYCLINIQUE DE BOIS-BERNARD S.A,Privé,Oui,Pas de contrôle,Pas de contrôle,94.15,95.99,92.31,60,50,74,26,18
620103432,2015,Hauts de France,32,CH ARRONDISSEMENT DE MONTREUIL,CH,Oui,Pas de contrôle,Pas de contrôle,68.89,72.23,65.55,60,55.56,69,41,54
620103440,2015,Hauts de France,32,CENTRE HOSPITALIER DE BOULOGNE,CH,Oui,Pas de contrôle,Pas de contrôle,93.35,95.66,91.04,60,80,90,67,55
620105940,2015,Hauts de France,32,POLYCLINIQUE DU TERNOIS,Privé,Oui,Pas de contrôle,Pas de contrôle,82.3,84.72,79.87,60,81.4,92,67,43
620106088,2015,Hauts de France,32,CLINIQUE MEDICO CHIRURGICALE,Privé,Oui,Pas de contrôle,Pas de contrôle,84.52,87.61,81.42,60,60,76,42,35
620116046,2015,Hauts de France,32,CLINIQUE CHIRURGICALE D'HESDIN,Privé,Oui,Pas de contrôle,Pas de contrôle,88.72,90.95,86.48,60,75.68,88,59,37
620118513,2015,Hauts de France,32,CENTRE MCO COTE D'OPALE,Privé,Oui,Pas de contrôle,Pas de contrôle,84.28,87.93,80.62,60,86,94,73,50
630000479,2015,Auvergne-Rhône-Alpes,84,CENTRE REGIONAL JEAN PERRIN,CLCC,Oui,Pas de contrôle,Pas de contrôle,89.56,92.15,86.97,60,96.15,99,87,52
630780211,2015,Auvergne-Rhône-Alpes,84,POLE SANTE REPUBLIQUE - CLERMONT,Privé,Oui,Pas de contrôle,Pas de contrôle,73.12,75.94,70.3,60,85.19,93,73,54
630780369,2015,Auvergne-Rhône-Alpes,84,CL DE LA PLAINE - CLERMONT,Privé,Oui,Pas de contrôle,Pas de contrôle,83.07,85.53,80.61,60,78.33,88,66,60
630780989,2015,Auvergne-Rhône-Alpes,84,C.H.U. CLERMONT-FERRAND,CHU,Oui,Pas de contrôle,Pas de contrôle,84.77,87.91,81.63,60,68.97,85,49,29
630780997,2015,Auvergne-Rhône-Alpes,84,CENTRE HOSPITALIER AMBERT,CH,Oui,Pas de contrôle,Pas de contrôle,90.32,92.51,88.12,60,95,99,86,60
630781003,2015,Auvergne-Rhône-Alpes,84,CENTRE HOSPITALIER ISSOIRE,CH,Oui,Pas de contrôle,Pas de contrôle,81.21,83.34,79.09,60,61.54,75,47,52
630781011,2015,Auvergne-Rhône-Alpes,84,CENTRE HOSPITALIER RIOM,CH,Oui,Pas de contrôle,Pas de contrôle,76.54,79.79,73.29,60,29.17,44,17,48
630781029,2015,Auvergne-Rhône-Alpes,84,CENTRE HOSPITALIER THIERS,CH,Oui,Pas de contrôle,Pas de contrôle,80.08,83.4,76.75,60,77.08,88,63,48
630781839,2015,Auvergne-Rhône-Alpes,84,CL CHATAIGNERAIE - BEAUMONT,Privé,Oui,Pas de contrôle,Pas de contrôle,92.11,94.73,89.48,60,89.13,96,76,46
630783108,2015,Auvergne-Rhône-Alpes,84,CL DES CHANDIOTS - CLERMONT,Privé,Oui,Pas de contrôle,Pas de contrôle,76.1,79.19,73.02,60,73.33,84,60,60
640016580,2015,Nouvelle Aquitaine,75,CENTRE DE CARDIOLOGIE DU PAYS BASQUE,Privé,Oui,Recueil Validé,Recueil Validé,70.97,73.36,68.59,60,96.49,99,88,57
640017638,2015,Nouvelle Aquitaine,75,CENTRE HOSPITALIER DE SAINT-PALAIS,CH,Oui,Pas de contrôle,Pas de contrôle,64.2,68.31,60.09,60,67.31,80,53,52
640018206,2015,Nouvelle Aquitaine,75,CAPIO CLINIQUE BELHARRA,Privé,Oui,Pas de contrôle,Pas de contrôle,71.99,75.77,68.21,60,92.45,98,82,53
640780268,2015,Nouvelle Aquitaine,75,CLINIQUE DELAY,Privé,Oui,Pas de contrôle,Pas de contrôle,99.72,100,99.34,60,100,100,100,44
640780417,2015,Nouvelle Aquitaine,75,CENTRE HOSPITALIER COTE BASQUE,CH,Oui,Recueil Validé,Recueil Validé,92.83,95.59,90.06,60,43.75,59,29,48
640780490,2015,Nouvelle Aquitaine,75,POLYCLINIQUE AGUILERA,Privé,Oui,Pas de contrôle,Pas de contrôle,86.09,88.74,83.44,60,86.67,94,75,60
640780748,2015,Nouvelle Aquitaine,75,POLYCLINIQUE COTE BASQUE SUD,Privé,Oui,Pas de contrôle,Pas de contrôle,83.35,86.3,80.4,60,90,96,79,60
640780813,2015,Nouvelle Aquitaine,75,HOPITAL ORTHEZ,CH,Oui,Pas de contrôle,Pas de contrôle,65.95,69.06,62.84,60,98.33,99,91,60
640780821,2015,Nouvelle Aquitaine,75,CENTRE HOSPITALIER OLORON,CH,Oui,Pas de contrôle,Pas de contrôle,98.72,99.45,97.99,60,100,100,100,54
640780938,2015,Nouvelle Aquitaine,75,CLINIQUE CHIRURGICALE MARZET,Privé,Oui,Pas de contrôle,Pas de contrôle,84.38,86.99,81.77,60,98.33,99,91,60
640780946,2015,Nouvelle Aquitaine,75,POLYCLINIQUE DE NAVARRE,Privé,Oui,Pas de contrôle,Pas de contrôle,90.48,93.3,87.66,60,59.18,73,44,49
640780987,2015,Nouvelle Aquitaine,75,CLINIQUE D'ORTHEZ,Privé,Oui,Pas de contrôle,Pas de contrôle,87.59,89.94,85.25,60,73.33,84,60,60
640781225,2015,Nouvelle Aquitaine,75,CLINIQUE CARDIOLOGIQUE ARESSY (SNECCA),Privé,Oui,Pas de contrôle,Pas de contrôle,99,99.89,98.11,60,100,100,100,60
640781290,2015,Nouvelle Aquitaine,75,CENTRE HOSPITALIER PAU,CH,Oui,Pas de contrôle,Pas de contrôle,69.89,72.68,67.09,60,56.86,71,42,51
640787156,2015,Nouvelle Aquitaine,75,CLINIQUE FONDATION LURO,Privé,Oui,Pas de contrôle,Pas de contrôle,97.66,99.39,95.93,60,100,100,100,60
650002579,2015,Occitanie,76,CLINIQUE ORMEAU PYRENEES,Privé,Oui,Pas de contrôle,Pas de contrôle,91.61,94.61,88.6,60,57.45,72,42,47
650780158,2015,Occitanie,76,CH LOURDES,CH,Oui,Pas de contrôle,Pas de contrôle,91.64,94,89.27,60,69.09,81,55,55
650780174,2015,Occitanie,76,CH LANNEMEZAN,CH,Oui,Pas de contrôle,Pas de contrôle,80.79,83.46,78.13,60,88,96,76,50
650780679,2015,Occitanie,76,POLYCLINIQUE DE L ORMEAU,Privé,Oui,Pas de contrôle,Pas de contrôle,88.13,91.05,85.22,60,94.55,99,85,55
650783160,2015,Occitanie,76,CH DE BIGORRE,CH,Oui,Pas de contrôle,Pas de contrôle,81.44,85.35,77.52,60,62.79,77,47,43
660006305,2015,Occitanie,76,LA CLINIQUE MUTUALISTE CATALANE,Privé,Oui,Pas de contrôle,Pas de contrôle,78.73,82.35,75.1,60,20.34,33,11,59
660780180,2015,Occitanie,76,CH PERPIGNAN,CH,Oui,Pas de contrôle,Pas de contrôle,79.69,83.17,76.22,60,75.44,86,62,57
660780628,2015,Occitanie,76,CLINIQUE DU VALLESPIR,Privé,Oui,Pas de contrôle,Pas de contrôle,64.11,67.82,60.39,60,76.47,87,62,51
660780669,2015,Occitanie,76,CLINIQUE NOTRE DAME D ESPERANCE,Privé,Oui,Pas de contrôle,Pas de contrôle,80.2,82.82,77.58,60,89.13,96,76,46
660780776,2015,Occitanie,76,CLINIQUE SAINT MICHEL,Privé,Oui,Pas de contrôle,Pas de contrôle,92.06,94.39,89.73,60,70,82,55,50
660780784,2015,Occitanie,76,CLINIQUE SAINT PIERRE,Privé,Oui,Pas de contrôle,Pas de contrôle,83.36,87.67,79.04,60,64.91,77,51,57
660790387,2015,Occitanie,76,POLYCLINIQUE SAINT ROCH,Privé,Oui,Pas de contrôle,Pas de contrôle,91.22,93.79,88.66,60,12.5,24,5,56
670000033,2015,Alsace-Champagne-Ardenne-Lorraine,44,C.R.L.C.C. PAUL STRAUSS DE STRASBOURG,CLCC,Oui,Pas de contrôle,Pas de contrôle,91.26,93.37,89.15,60,85.19,96,66,27
670000082,2015,Alsace-Champagne-Ardenne-Lorraine,44,CLINIQUE ADASSA DE STRASBOURG,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,92.99,95.67,90.32,60,94.64,99,85,56
670013325,2015,Alsace-Champagne-Ardenne-Lorraine,44,CENTRE AUTONOME ENDOSCOPIE DIGESTIVE,Privé,Oui,Pas de contrôle,Pas de contrôle,97.27,98.93,95.62,60,95,99,86,60
670013341,2015,Alsace-Champagne-Ardenne-Lorraine,44,ENDOSAV,Privé,Oui,Pas de contrôle,Pas de contrôle,98.21,99.22,97.2,60,96.61,99,88,59
670016237,2015,Alsace-Champagne-Ardenne-Lorraine,44,CLINIQUE SAINTE ODILE STRASBOURG,Privé,Oui,Pas de contrôle,Pas de contrôle,90.09,92.59,87.6,60,93.33,98,84,60
670780055,2015,Alsace-Champagne-Ardenne-Lorraine,44,HOPITAUX UNIVERSITAIRES DE STRASBOURG,CHU,Oui,Pas de contrôle,Pas de contrôle,82.48,85.8,79.16,60,63.16,78,46,38
670780162,2015,Alsace-Champagne-Ardenne-Lorraine,44,ETS DES DIACONESSES STRASBOURG,Privé,Oui,Pas de contrôle,Pas de contrôle,94.77,97.11,92.43,60,77.36,88,64,53
670780170,2015,Alsace-Champagne-Ardenne-Lorraine,44,CLINIQUE DE L'ORANGERIE STRASB.,Privé,Oui,Pas de contrôle,Pas de contrôle,98.85,99.86,97.84,60,94.59,99,82,37
670780188,2015,Alsace-Champagne-Ardenne-Lorraine,44,CLINIQUE SAINTE-BARBE - GHSV,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,92.98,95.35,90.61,60,83.05,92,71,59
670780212,2015,Alsace-Champagne-Ardenne-Lorraine,44,CLINIQUE SAINTE-ANNE  - GHSV,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,77.8,80.65,74.96,60,83.33,93,70,48
670780337,2015,Alsace-Champagne-Ardenne-Lorraine,44,CENTRE HOSPITALIER DE HAGUENAU,CH,Oui,Recueil Validé,Recueil Validé,91.42,94.53,88.32,60,96.3,99,87,54
670780345,2015,Alsace-Champagne-Ardenne-Lorraine,44,CENTRE HOSPITALIER DE SAVERNE,CH,Oui,Pas de contrôle,Pas de contrôle,83.76,87.14,80.38,60,43.4,58,30,53
670780378,2015,Alsace-Champagne-Ardenne-Lorraine,44,CLINIQUE SAINT-FRANCOIS HAGUENAU,Privé,Oui,Pas de contrôle,Pas de contrôle,84.61,87.21,82.02,60,80,89,68,60
670780386,2015,Alsace-Champagne-Ardenne-Lorraine,44,CLINIQUE SAINTE ODILE HAGUENAU,Privé,Oui,Pas de contrôle,Pas de contrôle,76.84,80.15,73.53,60,90,96,79,60
670780543,2015,Alsace-Champagne-Ardenne-Lorraine,44,CENTRE HOSPITALIER  WISSEMBOURG,CH,Oui,Pas de contrôle,Pas de contrôle,95.43,97.27,93.6,60,98.15,99,90,54
670780691,2015,Alsace-Champagne-Ardenne-Lorraine,44,CENTRE HOSPITALIER DE SELESTAT,CH,Oui,Recueil Validé,Recueil Validé,96.83,98.54,95.12,60,89.09,96,78,55
670798636,2015,Alsace-Champagne-Ardenne-Lorraine,44,CLINIQUE SAINT-LUC - GHSV,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,79.71,81.55,77.87,60,50,64,36,54
680000320,2015,Alsace-Champagne-Ardenne-Lorraine,44,CLINIQUE DIACONAT FONDERIE,Privé,Oui,Pas de contrôle,Pas de contrôle,83.53,87.77,79.29,60,48.08,62,34,52
680000395,2015,Alsace-Champagne-Ardenne-Lorraine,44,CTRE HOSPIT. ST-MORAND  ALTKIRCH,CH,Oui,Pas de contrôle,Pas de contrôle,86.97,89.64,84.3,60,81.4,92,67,43
680000494,2015,Alsace-Champagne-Ardenne-Lorraine,44,CLINIQUE DIACONAT ROOSEVELT,Privé,Oui,Pas de contrôle,Pas de contrôle,89.52,92.58,86.45,60,81.25,91,67,48
680000973,2015,Alsace-Champagne-Ardenne-Lorraine,44,CENTRE HOSPITALIER DE COLMAR,CH,Oui,Pas de contrôle,Pas de contrôle,89.96,92.37,87.55,60,90.91,98,78,44
680001005,2015,Alsace-Champagne-Ardenne-Lorraine,44,CENTRE HOSPITALIER DE GUEBWILLER,CH,Oui,Pas de contrôle,Pas de contrôle,78.58,80.63,76.53,60,91.38,97,81,58
680001195,2015,Alsace-Champagne-Ardenne-Lorraine,44,GROUPE HOSPITALIER PRIVE CENTRE ALSACE DE COLMAR,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,92.03,94.27,89.79,60,82,91,69,50
680020088,2015,Alsace-Champagne-Ardenne-Lorraine,44,NOUVELLE CLINIQUE DES TROIS FRONTIERES,Privé,Oui,Pas de contrôle,Pas de contrôle,85.24,88.7,81.79,60,33.33,48,21,51
680020336,2015,Alsace-Champagne-Ardenne-Lorraine,44,GRPE HOSP REGION MULHOUSE & SUD ALSACE,CH,Oui,Pas de contrôle,Pas de contrôle,77.88,82.37,73.39,60,62.22,76,47,45
690000427,2015,Auvergne-Rhône-Alpes,84,C.M.C.R DES MASSUES,ESPIC/EBNL,Oui,Pas de contrôle,Pas de contrôle,67.56,71.49,63.64,60,64.29,87,35,14
