finess;rs_finess;finess_geo;rs_finess_geo;region;participation;Depot;nb_rep_score_all_rea_ajust;score_all_rea_ajust;classement;evolution;nb_rep_score_accueil_rea_ajust;score_accueil_rea_ajust;nb_rep_score_PECinf_rea_ajust;score_PECinf_rea_ajust;nb_rep_score_PECmed_rea_ajust;score_PECmed_rea_ajust;nb_rep_score_chambre_rea_ajust;score_chambre_rea_ajust;nb_rep_score_repas_rea_ajust;score_repas_rea_ajust;nb_rep_score_sortie_rea_ajust;score_sortie_rea_ajust
760780197;CLINIQUE LES AUBEPINES ST-AUBIN-S/SCIE;760780197;CLINIQUE LES AUBEPINES ST-AUBIN-S/SCIE;Normandie;1- Obligatoire;2- Non;;;NR;4-Non calculable;;;;;;;;;;;;
760780205;CLINIQUE ST ANTOINE BOIS GUILLAUME;760780205;CLINIQUE ST ANTOINE BOIS GUILLAUME;Normandie;1- Obligatoire;1- Oui;142;81.38;A;2-Stable;142;82.66;142;85.57;142;86.88;142;81.31;142;62.45;142;75.68
760780510;CLINIQUE DU CEDRE;760780510;CLINIQUE DU CEDRE;Normandie;1- Obligatoire;1- Oui;100;80.27;A;2-Stable;100;78.14;100;85.48;100;85.93;100;79.9;100;76.18;100;72.67
760780619;CLINIQUE SAINT-HILAIRE ROUEN;760780619;CLINIQUE SAINT-HILAIRE ROUEN;Normandie;1- Obligatoire;1- Oui;170;74.8;B;4-Non calculable;170;72.44;170;81.43;170;81.1;170;74.68;170;63.25;170;66.38
760780783;CLINIQUE TOUS VENTS LILLEBONNE;760780783;CLINIQUE TOUS VENTS LILLEBONNE;Normandie;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
760780791;CLINIQUE LES ORMEAUX-VAUBAN LE HAVRE;760780791;CLINIQUE LES ORMEAUX-VAUBAN LE HAVRE;Normandie;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
760780825;CLINIQUE DE L''ABBAYE FECAMP;760780825;CLINIQUE DE L'ABBAYE FECAMP;Normandie;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
760783159;CLINIQUE DES ESSARTS GRAND COURONNE;760783159;CLINIQUE DES ESSARTS GRAND COURONNE;Normandie;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
760780239;CENTRE HOSPITALIER UNIVERSITAIRE ROUEN;760783522;HOPITAL DE BOIS-GUILLAUME CHU ROUEN;Normandie;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
760780726;CENTRE HOSPITALIER DU HAVRE;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;Normandie;1- Obligatoire;1- Oui;221;70.58;D;2-Stable;221;72.5;221;78.93;221;76.12;221;68.69;221;51.75;221;60.43
760921809;CLINIQUE DE L''EUROPE ROUEN;760921809;CLINIQUE DE L'EUROPE ROUEN;Normandie;1- Obligatoire;1- Oui;426;74.1;B;2-Stable;426;75.26;426;80.46;426;81.01;426;70.54;426;63.67;426;63.95
770021145;GRAND HOPITAL DE L'EST FRANCILIEN;770000131;CH DE COULOMMIERS;Ile de France;1- Obligatoire;2- Non;;;NR;4-Non calculable;;;;;;;;;;;;
770021152;CENTRE HOSPITALIER SUD SEINE ET MARNE;770000149;CH DE FONTAINEBLEAU;Ile de France;1- Obligatoire;1- Oui;42;66.28;D;2-Stable;42;63.6;42;78.61;42;76.36;42;53.77;42;43.6;42;62.89
770110054;CENTRE HOSPITALIER MARC JACQUET  MELUN;770000156;CH MELUN MARC JACQUET;Ile de France;1- Obligatoire;1- Oui;92;67.81;D;4-Non calculable;92;69.37;92;79.07;92;75.38;92;61.46;92;45.64;92;55.87
770021152;CENTRE HOSPITALIER SUD SEINE ET MARNE;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;Ile de France;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
770110070;CENTRE HOSPITALIER LEON BINET DE PROVINS;770000172;CH DE PROVINS LEON BINET;Ile de France;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
770021152;CENTRE HOSPITALIER SUD SEINE ET MARNE;770000214;CH DE NEMOURS;Ile de France;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
770021145;GRAND HOPITAL DE L'EST FRANCILIEN;770000446;CH DE MEAUX  SITE SAINT FARON;Ile de France;1- Obligatoire;2- Non;;;NR;4-Non calculable;;;;;;;;;;;;
770021145;GRAND HOPITAL DE L'EST FRANCILIEN;770019032;CH DE MARNE LA VALLEE SITE JOSSIGNY;Ile de France;1- Obligatoire;2- Non;;;NR;4-Non calculable;;;;;;;;;;;;
770020477;HOPITAL FORCILLES FONDATION COGNACQ JAY;770020477;HOP FORCILLES FONDATION COGNACQ JAY;Ile de France;1- Obligatoire;1- Oui;33;73.95;C;4-Non calculable;33;76.61;33;83.94;33;81.69;33;72.18;33;60.6;33;60.07
770300010;HOPITAL PRIVE DE MARNE CHANTEREINE;770300010;HOPITAL PRIVE DE MARNE CHANTEREINE;Ile de France;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
770300135;CLINIQUE MEDICO CHIRURGICALE LES FONTAINES;770300135;CLINIQUE MEDICO CHIRURG LES FONTAINES;Ile de France;1- Obligatoire;1- Oui;88;71.31;C;2-Stable;88;73.9;88;76.36;88;76.77;88;70.42;88;53.41;88;63.34
770300143;SOCIETE ANONYME POLYCLINIQUE SAINT JEAN;770300143;POLYCLINIQUE SAINT JEAN;Ile de France;1- Obligatoire;1- Oui;89;75.89;B;4-Non calculable;89;75.52;89;83.06;89;84.22;89;73.3;89;58.35;89;68.75
770300192;SOCIETE ANONYME CLINIQUE SAINTE BRICE;770300192;CLINIQUE SAINT BRICE;Ile de France;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
770300275;POLYCLINIQUE DE LA FORET;770300275;POLYCLINIQUE DE LA FORET;Ile de France;1- Obligatoire;1- Oui;31;70.91;C;2-Stable;31;71.25;31;78.56;31;76.84;31;71.81;31;51.55;31;60.62
770300283;CLINIQUE DE L ERMITAGE;770300283;CLINIQUE DE L ERMITAGE;Ile de France;1- Obligatoire;1- Oui;115;76.5;B;2-Stable;115;78.69;115;85.69;115;82.22;115;72.1;115;53.54;115;67.65
770790707;CLINIQUE DE TOURNAN;770790707;CLINIQUE DE TOURNAN;Ile de France;1- Obligatoire;1- Oui;62;70.61;D;4-Non calculable;62;72.66;62;78.03;62;74.22;62;72.62;62;52.52;62;60.62
770813400;CLINIQUE MEDICO CHIRURGICALE SAINT FARON;770813400;CLINIQUE MEDICO CHIRURGICALE ST FARON;Ile de France;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
780110011;CH FRANCOIS QUESNAY MANTES LA JOLIE;780000287;CH FRANCOIS QUESNAY MANTES;Ile de France;1- Obligatoire;1- Oui;36;67.86;D;4-Non calculable;36;66.83;36;75.35;36;75.83;36;57.33;36;57.52;36;63.85
780002697;CH INTERCOMM MEULAN-LES MUREAUX;780000295;CHI DE MEULAN LES MUREAUX;Ile de France;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
780001236;CENTRE HOSPITALIER INTERCOMMUNAL POISSY ST-GERMAIN EN LAYE;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;Ile de France;1- Obligatoire;1- Oui;41;66.15;D;4-Non calculable;41;64.93;41;76.93;41;73.61;41;56.43;41;52.94;41;56.38
780110052;CENTRE HOSPITALIER DE RAMBOUILLET;780000329;CH DE RAMBOUILLET;Ile de France;1- Obligatoire;1- Oui;390;66.62;D;2-Stable;390;65.9;390;77.12;390;74.51;390;62.04;390;54.36;390;54.53
780001236;CENTRE HOSPITALIER INTERCOMMUNAL POISSY ST-GERMAIN EN LAYE;780000337;CHI POISSY ST GERMAIN SITE ST GERMAIN;Ile de France;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
780130027;HOPITAL DE HOUDAN;780000378;CH LOCAL DE HOUDAN;Ile de France;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
780008298;CLINIQUE SAINT REMY;780008298;CLINIQUE SAINT REMY;Ile de France;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
780018727;CLINIQUE SAINT GERMAIN;780018727;CLINIQUE SAINT GERMAIN;Ile de France;1- Obligatoire;1- Oui;142;71.32;C;3-Amélioration;142;68.47;142;80.4;142;80.25;142;73.45;142;56.28;142;58.15
780150066;HOPITAL LA PORTE VERTE;780150066;HOPITAL LA PORTE VERTE;Ile de France;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
780300075;CENTRE CARDIOLOGIQUE D EVECQUEMONT;780300075;CENTRE CARDIOLOGIQUE D EVECQUEMONT;Ile de France;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
780300125;POLYCLINIQUE DE LA REGION MANTAISE;780300125;POLYCLINIQUE REGION MANTAISE;Ile de France;1- Obligatoire;1- Oui;37;72.65;C;4-Non calculable;37;74.51;37;78.3;37;75.98;37;74.49;37;61.97;37;61.81
780300208;CLINIQUE SAINT LOUIS;780300208;CLINIQUE SAINT LOUIS;Ile de France;1- Obligatoire;1- Oui;139;70.77;C;3-Amélioration;139;70.46;139;78;139;78.72;139;68.93;139;56.11;139;60.54
780300323;HOPITAL PRIVE DE VERSAILLES FRANCISCAINES;780300323;HOPITAL PRIVE FRANCISCAINES;Ile de France;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
780300406;HOPITAL PRIVE DE PARLY II;780300406;HOPITAL PRIVE DE PARLY II;Ile de France;1- Obligatoire;1- Oui;336;69.57;D;2-Stable;336;70.73;336;78.55;336;78.93;336;64.75;336;56.77;336;56.49
780300414;CENTRE HOSPITALIER PRIVE DE L EUROPE;780300414;CH PRIVE DE L EUROPE;Ile de France;1- Obligatoire;1- Oui;285;70.25;D;2-Stable;285;70.22;285;78.09;285;80.18;285;67.66;285;49.03;285;59.55
780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;Ile de France;1- Obligatoire;1- Oui;206;72.52;C;3-Amélioration;206;70.83;206;80.4;206;80.43;206;72.7;206;50.5;206;64.57
780300455;CENTRE HOSPITALIER PRIVE DU MONTGARDE;780300455;CH PRIVE DU MONTGARDE;Ile de France;1- Obligatoire;1- Oui;44;69.68;D;4-Non calculable;44;67.76;44;76.6;44;77.75;44;66.11;44;61.7;44;61.32
780110078;CENTRE HOSPITALIER  DE VERSAILLES;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;Ile de France;1- Obligatoire;1- Oui;69;67.4;D;4-Non calculable;69;69.64;69;76;69;73.98;69;63.72;69;54.61;69;55.02
790000012;CENTRE HOSPITALIER DE NIORT;790000087;CH GEORGES RENON - NIORT;Nouvelle Aquitaine;1- Obligatoire;1- Oui;126;71.09;C;4-Non calculable;126;68.8;126;79.62;126;76.57;126;69.78;126;59.06;126;63.34
790006654;CTRE HOSPIT. NORD DEUX-SEVRES;790000095;SITE HOSPITALIER DE BRESSUIRE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
790006654;CTRE HOSPIT. NORD DEUX-SEVRES;790000103;SITE HOSPITALIER DE PARTHENAY;Nouvelle Aquitaine;1- Obligatoire;2- Non;;;NR;4-Non calculable;;;;;;;;;;;;
790006654;CTRE HOSPIT. NORD DEUX-SEVRES;790003537;SITE HOSPITALIER DE THOUARS;Nouvelle Aquitaine;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
790009948;POLYCLINIQUE D''INKERMANN;790009948;POLYCLINIQUE D'INKERMANN;Nouvelle Aquitaine;1- Obligatoire;1- Oui;263;74.39;B;4-Non calculable;263;76.46;263;82.42;263;80.91;263;71.5;263;59.19;263;63.18
800000028;CENTRE HOSPITALIER D''ABBEVILLE;800000143;CH ABBEVILLE;Hauts de France;1- Obligatoire;1- Oui;48;66.45;D;2-Stable;48;66.02;48;73.98;48;74.83;48;62.56;48;60.65;48;54.61
800000036;CENTRE HOSPITALIER D''ALBERT;800000184;CH ALBERT;Hauts de France;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
800000044;CENTRE HOSPITALIER UNIVERSITAIRE D''AMIENS;800000192;CHU AMIENS NORD;Hauts de France;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
800000051;CENTRE HOSPITALIER DE CORBIE;800000200;CH CORBIE;Hauts de France;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
800000069;CENTRE HOSPITALIER DE DOULLENS;800000226;CH DOULLENS;Hauts de France;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
800000077;CENTRE HOSPITALIER DE HAM;800000275;CH HAM;Hauts de France;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
800000085;CH INTERCOMMUNAL MONTDIDIER-ROYE;800000390;CH CHIMR MONTDIDIER;Hauts de France;1- Obligatoire;2- Non;;;NR;4-Non calculable;;;;;;;;;;;;
800000093;CENTRE HOSPITALIER DE PERONNE;800000432;CH PÉRONNE;Hauts de France;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
800002503;SA CLINIQUE SAINTE ISABELLE;800002503;SA CLINIQUE SAINTE ISABELLE;Hauts de France;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
800000044;CENTRE HOSPITALIER UNIVERSITAIRE D''AMIENS;800006124;CHU AMIENS SALOUËL;Hauts de France;1- Obligatoire;1- Oui;40;72.59;C;4-Non calculable;40;70.42;40;82.33;40;81.13;40;77.48;40;56.21;40;55.7
800009466;POLYCLINIQUE DE PICARDIE;800009466;POLYCLINIQUE DE PICARDIE;Hauts de France;1- Obligatoire;1- Oui;93;74.77;B;4-Non calculable;93;76.56;93;80.3;93;82.43;93;75.1;93;58.29;93;62.72
800009920;GROUPE SANTE VICTOR PAUCHET;800009920;GROUPE SANTÉ VICTOR PAUCHET;Hauts de France;1- Obligatoire;1- Oui;77;75.17;B;4-Non calculable;77;75.34;77;81.34;77;80.94;77;75.67;77;63.11;77;64.78
800013179;CLINIQUE DE L''EUROPE;800013179;CLINIQUE DE L'EUROPE;Hauts de France;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
800015729;SAS DE CARDIOLOGIES ET URGENCES;800015729;SAS DE CARDIOLOGIES ET URGENCES;Hauts de France;1- Obligatoire;1- Oui;52;75.91;B;4-Non calculable;52;77.95;52;81.82;52;81.14;52;79.41;52;69.92;52;61.72
810000224;CENTRE MEDICO CHIRUGICAL ET OBSTETRICAL CLAUDE BERNARD;810000224;CLINIQUE CLAUDE BERNARD;Occitanie;1- Obligatoire;1- Oui;71;72.16;C;2-Stable;71;70.44;71;80.83;71;79.74;71;70.6;71;55.44;71;63.56
810000448;POLYCLINIQUE SAINTE BARBE;810000448;POLYCLINIQUE STE BARBE;Occitanie;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
810000331;CENTRE HOSPITALIER D''ALBI;810000505;CH ALBI;Occitanie;1- Obligatoire;1- Oui;38;67.96;D;1-Diminution;38;66.59;38;76.01;38;75.24;38;71.05;38;48.77;38;57.57
810000380;HOPITAL DU PAYS D''AUTAN - CHIC CASTRES MAZAMET;810000521;CHI CASTRES MAZAMET SITE AUTAN CASTRES;Occitanie;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
810000455;CENTRE HOSPITALIER DE LAVAUR;810000562;CENTRE HOSPITALIER DE LAVAUR;Occitanie;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
810101170;CLINIQUE TOULOUSE LAUTREC;810101170;CLINIQUE TOULOUSE LAUTREC;Occitanie;1- Obligatoire;1- Oui;86;76.97;B;4-Non calculable;86;79.19;86;83.01;86;82.08;86;72.97;86;56.86;86;72.26
810101444;POLYCLINIQUE DU SIDOBRE;810101444;POLYCLINIQUE DU SIDOBRE;Occitanie;1- Obligatoire;1- Oui;87;75.65;B;4-Non calculable;87;75.58;87;82.47;87;82.41;87;76.7;87;52.29;87;67.53
820000016;CENTRE HOSPITALIER DE MONTAUBAN;820000032;CH DE MONTAUBAN;Occitanie;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
820000040;CLINIQUE CROIX ST MICHEL;820000040;CLINIQUE CROIX ST MICHEL;Occitanie;1- Obligatoire;1- Oui;88;70.76;C;2-Stable;88;66.71;88;78.49;88;78.61;88;68.09;88;66.51;88;62.26
820000057;CLINIQUE DU PONT DE CHAUME;820000057;CLINIQUE DU PONT DE CHAUME;Occitanie;1- Obligatoire;1- Oui;75;71.45;C;2-Stable;75;71.25;75;81.11;75;78.9;75;68.99;75;53.99;75;59.59
820000065;CLINIQUE DU DOCTEUR CAVE;820000065;CL DU DR HONORE CAVE;Occitanie;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
820004950;CENTRE HOSPITALIER INTERCOMMUNAL CASTELSARRASIN-MOISSAC;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;Occitanie;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
830100517;CENTRE HOSPITALIER JEAN MARCEL DE BRIGNOLES;830000279;CH JEAN MARCEL DE BRIGNOLES;PACA;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
830100525;CENTRE HOSPITALIER DE LA DRACENIE DE DRAGUIGNAN;830000287;CH LA DRACENIE DE DRAGUIGNAN;PACA;1- Obligatoire;1- Oui;192;70.9;C;2-Stable;192;69.85;192;77.81;192;75.29;192;72.7;192;65.9;192;59.97
830100533;CENTRE HOSPITALIER DE HYERES MARIE JOSEE TREFFOT;830000295;CH DE HYERES MARIE JOSEE TREFFOT;PACA;1- Obligatoire;1- Oui;89;68.54;D;4-Non calculable;89;67.88;89;80.78;89;77;89;58.09;89;56.19;89;59.89
830100566;CENTRE HOSPITALIER INTER COMMUNAL DE FREJUS SAINT RAPHAEL;830000311;CHI DE FREJUS SAINT RAPHAEL;PACA;1- Obligatoire;1- Oui;154;66.05;D;2-Stable;154;66.81;154;75.46;154;73.77;154;62.38;154;50.09;154;53.62
830100590;CENTRE HOSPITALIER SAINT TROPEZ POLE DE SANTE DU GOLFE;830000337;CENTRE HOSPITALIER DE SAINT TROPEZ;PACA;1- Obligatoire;1- Oui;53;72.51;C;4-Non calculable;53;73.5;53;79.79;53;79.97;53;72.94;53;60.58;53;60.79
830100616;CENTRE HOSPITALIER INTERCOMMUNAL TOULON LA SEYNE SUR MER;830000345;CHITS CH SAINTE MUSSE;PACA;1- Obligatoire;1- Oui;56;69.88;D;4-Non calculable;56;71.22;56;75.4;56;76.15;56;75.2;56;50.81;56;57.48
830100103;HOPITAL PRIVE TOULON HYERES SAINTE MARGUERITE;830100103;HOP PRIVE TOULON HYERES STE MARGUERITE;PACA;1- Obligatoire;1- Oui;183;76.19;B;4-Non calculable;183;78.27;183;81.61;183;80.24;183;73.62;183;63.8;183;69.16
830100251;CLINIQUE DU CAP D''OR;830100251;CLINIQUE DU CAP D'OR;PACA;1- Obligatoire;1- Oui;52;71.7;C;2-Stable;52;70.69;52;76.77;52;80.75;52;70.2;52;55.05;52;64.31
830100319;POLYCLINIQUE LES FLEURS;830100319;POLYCLINIQUE LES FLEURS;PACA;1- Obligatoire;1- Oui;164;74.35;B;3-Amélioration;164;72.79;164;82.86;164;81.85;164;75.03;164;56.37;164;64.84
830100327;CLINIQUE CLINIQUE LES LAURIERS;830100327;CLINIQUE LES LAURIERS;PACA;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
830100368;CLINIQUE CHIRURGICALE DU GOLFE DE ST TROPEZ;830100368;CLINIQUE CHIR DU GOLFE DE ST TROPEZ;PACA;1- Obligatoire;1- Oui;44;77.93;A;4-Non calculable;44;79.56;44;85.69;44;83.3;44;81.37;44;50.98;44;68.31
830100392;POLYCLINIQUE NOTRE DAME;830100392;POLYCLINIQUE NOTRE DAME;PACA;1- Obligatoire;1- Oui;34;73.02;C;4-Non calculable;34;76.71;34;79.35;34;80.32;34;70.74;34;51.17;34;63.9
830100418;CLINIQUE NOTRE DAME DE LA MERCI;830100418;CLINIQUE NOTRE DAME DE LA MERCI;PACA;2- Facultatif;1- Oui;31;77.97;A;4-Non calculable;31;74.64;31;82.08;31;82.35;31;81.23;31;65.23;31;73.47
830100434;HOPITAL PRIVE TOULON HYERES SAINT JEAN;830100434;HOPITAL PRIVE TOULON HYERES SAINT JEAN;PACA;1- Obligatoire;1- Oui;123;77.32;A;4-Non calculable;123;77.15;123;82.41;123;82.02;123;75.77;123;71.17;123;69.33
830100459;CLINIQUE CHIRURGICALE SAINT MICHEL;830100459;CLINIQUE SAINT MICHEL;PACA;1- Obligatoire;1- Oui;68;75.36;B;4-Non calculable;68;76.34;68;82.91;68;82.52;68;70.91;68;65;68;64.01
830100475;HOPITAL PRIVE TOULON HYERES SAINT ROCH;830100475;HOPITAL PRIVE TOULON HYERES SAINT ROCH;PACA;1- Obligatoire;1- Oui;63;80.22;A;4-Non calculable;63;78.34;63;86.14;63;86.89;63;78.63;63;68.85;63;73.6
830100558;HOPITAL RENEE SABRAN HYERES;830100558;HOPITAL RENEE SABRAN HYERES;PACA;1- Obligatoire;1- Oui;217;82.51;A;2-Stable;217;83.47;217;87.92;217;87.62;217;81.07;217;71.75;217;74.54
830100574;HOPITAL D''INSTRUCTION DES ARMEES SAINTE ANNE;830100574;HIA SAINTE ANNE;PACA;1- Obligatoire;1- Oui;55;76.1;B;2-Stable;55;78.44;55;80.7;55;81.63;55;77.78;55;61.92;55;67.18
830100616;CENTRE HOSPITALIER INTERCOMMUNAL TOULON LA SEYNE SUR MER;830100608;CHITS CH GEORGE SAND LA SEYNE SUR MER;PACA;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
830200523;POLYCLINIQUE MUTUALISTE HENRI MALARTIC;830200523;POLYCLINIQUE MUTUALISTE MALARTIC;PACA;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
840000285;POLYCLINIQUE URBAIN V;840000285;POLYCLINIQUE URBAIN V;PACA;1- Obligatoire;1- Oui;156;73.98;C;2-Stable;156;72.91;156;82.15;156;82.37;156;72.38;156;57.53;156;62.77
840000327;CENTRE CHIRURGICAL MONTAGARD;840000327;CENTRE CHIRURGICAL MONTAGARD;PACA;1- Obligatoire;1- Oui;81;75.76;B;4-Non calculable;81;75.03;81;81.94;81;83.36;81;78.22;81;54.59;81;66.48
840000012;CENTRE HOSPITALIER DU PAYS D''APT;840000343;CENTRE HOSPITALIER DU PAYS D'APT;PACA;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
840000350;INSTITUT SAINTE CATHERINE;840000350;INSTITUT SAINTE CATHERINE;PACA;1- Obligatoire;1- Oui;56;82.52;A;2-Stable;56;83.46;56;88.88;56;88.33;56;82.72;56;65.55;56;74.06
840000046;CENTRE HOSPITALIER DE CARPENTRAS;840000392;CENTRE HOSPITALIER DE CARPENTRAS;PACA;1- Obligatoire;1- Oui;156;71.14;C;2-Stable;156;71.21;156;78.97;156;76.68;156;72.54;156;62.47;156;57.51
840000400;SYNERGIA LUBERON;840000400;SYNERGIA LUBERON;PACA;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
840004659;CHI CAVAILLON LAURIS;840000418;CHI DE CAVAILLON LAURIS;PACA;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
840000467;CAPIO CLINIQUE D''ORANGE;840000467;CAPIO CLINIQUE D'ORANGE;PACA;1- Obligatoire;1- Oui;56;74.88;B;4-Non calculable;56;76.42;56;77.92;56;80.59;56;71.47;56;57.55;56;71.97
840000087;CENTRE HOSPITALIER LOUIS GIORGI D''ORANGE;840000483;CH LOUIS GIORGI D'ORANGE;PACA;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
130041916;CHI AIX PERTUIS;840000491;CHI SITE DE PERTUIS;PACA;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
840006597;CENTRE HOSPITALIER D''AVIGNON HENRI DUFFAUT;840001861;CH D'AVIGNON HENRI DUFFAUT;PACA;1- Obligatoire;1- Oui;34;70;D;4-Non calculable;34;70.37;34;78.19;34;77.52;34;68.38;34;43.23;34;64.24
840013312;CLINIQUE RHONE DURANCE;840013312;CLINIQUE RHONE DURANCE;PACA;1- Obligatoire;1- Oui;117;73.3;C;2-Stable;117;75.3;117;81.53;117;81.68;117;71.3;117;53.19;117;63
840013445;CAPIO CLINIQUE FONTVERT AVIGNON NORD;840013445;CAPIO CLINIQUE FONTVERT AVIGNON NORD;PACA;1- Obligatoire;1- Oui;30;77.98;A;4-Non calculable;30;77.43;30;82.62;30;85.11;30;80.44;30;66.01;30;67.9
840017172;SYNERGIA VENTOUX;840017172;SYNERGIA VENTOUX;PACA;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
850000118;CLINIQUE SAINT CHARLES;850000118;CLINIQUE SAINT CHARLES;Pays de la Loire;1- Obligatoire;1- Oui;42;75.03;B;4-Non calculable;42;76.76;42;81.19;42;77.61;42;74.97;42;62;42;66.71
850000126;CLINIQUE SUD VENDEE;850000126;CLINIQUE SUD VENDEE;Pays de la Loire;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
850000134;CLINIQUE CHIRURGICALE PORTE OCEANE;850000134;CLINIQUE CHIRURGICALE PORTE OCEANE;Pays de la Loire;1- Obligatoire;1- Oui;140;77.73;A;2-Stable;140;79.91;140;82.75;140;81.82;140;80.1;140;56.57;140;70.5
850000019;CTRE HOSPITALIER DEPARTEMENT LA ROCHE SUR YON LUCON MONTAIGU;850000142;CENTRE HOSPITALIER-SITE LA ROCHE/YON;Pays de la Loire;1- Obligatoire;1- Oui;110;75.33;B;2-Stable;110;74.93;110;82.7;110;78.84;110;76.62;110;63.62;110;65.91
850009010;CENTRE HOSPITALIER INTERCOMMUNAL LOIRE VENDEE OCEAN;850000175;CH LVO :SITE DE  CHALLANS;Pays de la Loire;1- Obligatoire;1- Oui;76;72.52;C;4-Non calculable;76;72.93;76;81.49;76;80.51;76;68.27;76;62.5;76;60.55
850000019;CTRE HOSPITALIER DEPARTEMENT LA ROCHE SUR YON LUCON MONTAIGU;850000209;CENTRE HOSPITALIER -SITE DE LUCON;Pays de la Loire;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
850000019;CTRE HOSPITALIER DEPARTEMENT LA ROCHE SUR YON LUCON MONTAIGU;850000225;CENTRE HOSPITALIER -SITE DE MONTAIGU;Pays de la Loire;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
850000084;CENTRE HOSPITALIER COTE DE LUMIERE AUX SABLES D''OLONNE;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;Pays de la Loire;1- Obligatoire;1- Oui;101;73.62;C;4-Non calculable;101;77.39;101;82.22;101;77.83;101;75.11;101;56.84;101;59.67
850025867;GROUPE PUBLIC HOSPITALIER ET MEDICO SOCIAL DES COLLINES VEND;850000647;HOPITAL DES COLLINES VENDEENNES;Pays de la Loire;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
